"id","filename","ident","name","type","frequency_khz","latitude_deg","longitude_deg","elevation_ft","iso_country","dme_frequency_khz","dme_channel","dme_latitude_deg","dme_longitude_deg","dme_elevation_ft","slaved_variation_deg","magnetic_variation_deg","usageType","power","associated_airport"
87361,"Dhahran_VORTAC_SA","DHA","Dhahran","VORTAC",117200,26.260799407958984,50.140201568603516,65,"SA",117200,"119X",,,,2.007,2.153,"BOTH","HIGH","OEDR"
87362,"Helgoland_VOR-DME_DE","DHE","Helgoland","VOR-DME",116300,54.185699462890625,7.910699844360352,44,"DE",116300,"110X",,,,0.007,0.206,"BOTH","HIGH","EDXH"
87363,"Dhangadhi_NDB_NP","DHI","Dhangadhi","NDB",253,28.752500534057617,80.58219909667969,653,"NP",,,,,,,0.317,"BOTH","LOW","VNDH"
87364,"Randolph_TACAN_US","DHK","Randolph","TACAN",109900,29.53689956665039,-98.2677993774414,773,"US",109900,"036X",,,,9.012,5.309,"BOTH","MEDIUM","KRND"
87365,"Dahushan_VOR-DME_CN","DHN","Dahushan","VOR-DME",116500,41.641700744628906,122.11699676513672,23,"CN",116500,"112X",,,,,-8.135,"BOTH","HIGH",
87366,"Dehnamak_VOR-DME_IR","DHN","Dehnamak","VOR-DME",114500,35.25400161743164,52.720298767089844,2756,"IR",114500,"092X",,,,3.001,3.513,"BOTH","HIGH",
87367,"Dolphin_VORTAC_US","DHP","Dolphin","VORTAC",113900,25.799999237060547,-80.3489990234375,10,"US",113900,"086X",,,,-4.011,-5.257,"BOTH","HIGH","KMIA"
87368,"Dahra_VOR-DME_LY","DHR","Dahra","VOR-DME",116100,29.46739959716797,17.93160057067871,250,"LY",116100,"108X",,,,,1.56,"BOTH","MEDIUM","HLRA"
87369,"Dahra_NDB_LY","DHR","Dahra","NDB",374,29.468299865722656,17.93829917907715,,"LY",,,,,,,1.56,"BOTH","HIGH","HLRA"
87370,"Dalhart_VORTAC_US","DHT","Dalhart","VORTAC",112000,36.09149932861328,-102.54499816894531,4020,"US",112000,"057X",,,,12.012,8.006,"LO","MEDIUM",
87371,"D_I_Khan_VOR_PK","DI","D I Khan","VOR",113100,31.912599563598633,70.88569641113281,594,"PK",,,,,,,1.455,"BOTH","HIGH","OPDI"
87372,"D_I_Khan_NDB_PK","DI","D I Khan","NDB",286,31.908700942993164,70.88849639892578,685,"PK",,,,,,,1.454,"BOTH","MEDIUM","OPDI"
87373,"Dipolog_NDB_PH","DI","Dipolog","NDB",389,8.600560188293457,123.34300231933594,12,"PH",,,,,,,-0.096,"BOTH","MEDIUM","RPMG"
87374,"Noson_NDB_US","DI","Noson","NDB",353,46.687801361083984,-102.71199798583984,2527,"US",,,,,,,8.495,"TERMINAL","LOW","KDIK"
87375,"Concordia_NDB_AR","DIA","Concordia","NDB",335,-31.301700592041016,-58.00419998168945,115,"AR",,,,,,,-9.069,"LO","HIGH","SAAC"
87376,"Dien_Bien_VOR-DME_VN","DIB","Dien Bien","VOR-DME",113600,21.396099090576172,103.00399780273438,1611,"VN",113600,"083X",,,,-1.011,-1,"BOTH","HIGH","VVDB"
87377,"Dijon_TACAN_FR","DIJ","Dijon","TACAN",113500,47.27190017700195,5.091529846191406,726,"FR",113500,"082X",,,,-1.007,-0.06,"BOTH","HIGH","LFSD"
87378,"Dickinson_VORTAC_US","DIK","Dickinson","VORTAC",112900,46.86000061035156,-102.77400207519531,2520,"US",112900,"076X",,,,14.001,8.528,"BOTH","HIGH","KDIK"
87379,"Diekirch_VOR-DME_LU","DIK","Diekirch","VOR-DME",114400,49.86140060424805,6.129720211029053,1109,"LU",114400,"091X",,,,-1.007,0.024,"BOTH","HIGH",
87380,"Diekirch_NDB_LU","DIK","Diekirch","NDB",307,49.86140060424805,6.129720211029053,,"LU",,,,,,,0.024,"BOTH","HIGH",
87381,"Tandil_VOR-DME_AR","DIL","Tandil","VOR-DME",115900,-37.224998474121094,-59.229400634765625,574,"AR",115900,"106X",,,,-3.007,-4.503,"BOTH","HIGH","SAZT"
87382,"Dili_VOR-DME_TL","DIL","Dili","VOR-DME",113400,-8.54397964477539,125.52799987792969,10,"TL",113400,"081X",,,,2.011,2.226,"BOTH","HIGH","WPDL"
87383,"Dinard_VOR-DME_FR","DIN","Dinard","VOR-DME",114300,48.58610153198242,-2.0823299884796143,213,"FR",114300,"090X",,,,-4.007,-2.34,"BOTH","HIGH","LFRD"
87384,"Planter_NDB_DE","DIP","Planter","NDB",327,52.472900390625,13.468299865722656,,"DE",,,,,,,2.123,"LO","LOW","EDDI"
87385,"Dirkou_VOR_NE","DIR","Dirkou","VOR",113900,18.98150062561035,12.880499839782715,1289,"NE",,,,,,,0.212,"BOTH","HIGH","DRZD"
87386,"Dixon_NDB-DME_US","DIW","Dixon","NDB-DME",198,34.56850051879883,-77.4530029296875,54,"US",116000,"107X",,,,,-9.151,"BOTH","HIGH",
87387,"Diyarbakir_TACAN_TR","DIY","Diyarbakir","TACAN",110000,37.90299987792969,40.192298889160156,2254,"TR",110000,"037X",,,,,4.408,"BOTH","LOW","LTCC"
87388,"Djibouti_Ambouli_NDB_DJ","DJ","Djibouti/Ambouli","NDB",386,11.547300338745117,43.17959976196289,,"DJ",,,,,,,1.263,"BOTH","MEDIUM","HDAM"
87389,"Borg_El_Arab_NDB_EG","DJ","Borg El Arab","NDB",563,30.876699447631836,29.731700897216797,144,"EG",,,,,,,3.174,"BOTH","HIGH","HEBA"
87390,"Kazan_NDB_RU","DJ","Kazan","NDB",292,55.57830047607422,49.358299255371094,407,"RU",,,,,,,12.035,"TERMINAL","LOW","UWKD"
87391,"Danang_NDB_VN","DJ","Danang","NDB",212,15.97760009765625,108.20700073242188,,"VN",,,,,,,-0.478,"BOTH","MEDIUM","VVDN"
87392,"Djanet_VOR-DME_DZ","DJA","Djanet","VOR-DME",114100,24.287799835205078,9.453330039978027,3176,"DZ",114100,"088X",,,,-1.007,0.205,"BOTH","HIGH","DAAJ"
87393,"Djanet_NDB_DZ","DJA","Djanet","NDB",274,24.286699295043945,9.454910278320312,3176,"DZ",,,,,,,0.206,"BOTH","MEDIUM","DAAJ"
87394,"Dryer_VOR-DME_US","DJB","Dryer","VOR-DME",113600,41.35810089111328,-82.16200256347656,780,"US",113600,"083X",,,,-5.001,-7.344,"BOTH","HIGH",
87395,"Canton_NDB_US","DJD","Canton","NDB",415,34.25239944458008,-84.48760223388672,1100,"US",,,,,,,-4.068,"TERMINAL","LOW",
87396,"Dijon_VOR-DME_FR","DJL","Dijon","VOR-DME",111450,47.27080154418945,5.097330093383789,726,"FR",111450,"051Y",,,,,-0.059,"BOTH","HIGH","LFSD"
87397,"Delta_Junction_NDB_US","DJN","Delta Junction","NDB",347,64.02349853515625,-145.68699645996094,,"US",,,,,,,22.572,"LO","MEDIUM","PABI"
87398,"Glotayevo_NDB_RU","DK","Glotayevo","NDB",102,55.16170120239258,37.801700592041016,,"RU",,,,,,,9.276,"BOTH","HIGH",
87399,"Saratov_NDB_RU","DK","Saratov","NDB",427,51.54330062866211,46.09830093383789,,"RU",,,,,,,9.279,"TERMINAL","HIGH","UWSS"
87400,"Dokuchaievs_K_NDB_UA","DK","Dokuchaievs K","NDB",120,47.7932014465332,37.63010025024414,,"UA",,,,,,,6.502,"TERMINAL","HIGH",
87401,"Dhekelia_NDB_CY","DKA","Dhekelia","NDB",343,34.982200622558594,33.7327995300293,,"CY",,,,,,,3.572,"TERMINAL","MEDIUM",
87402,"Kenan_NDB_US","DKA","Kenan","NDB",332,35.07229995727539,-77.91889953613281,118,"US",,,,,,,-9.036,"TERMINAL","LOW",
87403,"Dakhla_NDB_EH","DKA","Dakhla","NDB",221,23.704700469970703,-15.93280029296875,,"EH",,,,,,,-6.444,"BOTH","HIGH","GMMH"
87404,"Dinkelsbuhl_VORTAC_DE","DKB","Dinkelsbuhl","VORTAC",117800,49.142799377441406,10.238300323486328,1790,"DE",117800,"125X",,,,1.009,1.165,"BOTH","HIGH","EDND"
87405,"De_Kalb_NDB_US","DKB","De Kalb","NDB",209,41.933998107910156,-88.7072982788086,909,"US",,,,,,,-2.119,"TERMINAL","LOW",
87406,"Don_Scott_NDB_US","DKG","Don Scott","NDB",348,40.08039855957031,-83.07879638671875,,"US",,,,,,,-6.292,"TERMINAL","LOW","KOSU"
87407,"Dakhla_VOR-DME_EH","DKH","Dakhla","VOR-DME",115800,23.73979949951172,-15.926300048828125,43,"EH",115800,"105X",,,,-8.007,-6.441,"BOTH","HIGH","GMMH"
87408,"Jakarta_VOR-DME_ID","DKI","Jakarta","VOR-DME",114600,-5.961190223693848,107.03600311279297,-1,"ID",114600,"093X",,,,0.007,0.466,"BOTH","HIGH","WIII"
87409,"Dunkirk_DME_US","DKK","Dunkirk","DME",116200,42.4904,-79.274103,680,"US",116200,"109X",,,,-7,-10.1,"BOTH","HIGH",
87410,"Dengkou_VOR-DME_CN","DKO","Dengkou","VOR-DME",113500,40.314998626708984,107,3335,"CN",113500,"082X",,,,,-3.217,"BOTH","HIGH",
87411,"Dunker_VOR_SE","DKR","Dunker","VOR",116800,59.20719909667969,17.012100219726562,,"SE",,,,,,3.001,3.491,"RNAV","HIGH",
87412,"Arlanda_NDB_SE","DL","Arlanda","NDB",360,59.70859909057617,17.98069953918457,,"SE",,,,,,,4.158,"TERMINAL","LOW","ESSA"
87413,"Pykla_NDB_US","DL","Pykla","NDB",379,46.845699310302734,-92.3550033569336,,"US",,,,,,,0.07,"LO","LOW","KDLH"
87414,"Dalat_NDB_VN","DL","Dalat","NDB",330,11.75,108.32499694824219,,"VN",,,,,,,-0.193,"BOTH","MEDIUM",
87415,"Douala_VOR-DME_CM","DLA","Douala","VOR-DME",112900,3.993920087814331,9.743470191955566,39,"CM",112900,"076X",,,,,-2.33,"BOTH","HIGH","FKKD"
87416,"Dalian_VOR-DME_CN","DLC","Dalian","VOR-DME",112300,38.959999084472656,121.51300048828125,141,"CN",112300,"070X",,,,,-7.209,"BOTH","HIGH","ZYTL"
87417,"Dillon_NDB_US","DLC","Dillon","NDB",274,34.45009994506836,-79.3687973022461,122,"US",,,,,,,-7.543,"TERMINAL","LOW",
87418,"Leine_VOR-DME_DE","DLE","Leine","VOR-DME",115200,52.250301361083984,9.883500099182129,398,"DE",115200,"099X",,,,1.009,1.058,"BOTH","HIGH",
87419,"Laughlin_VORTAC_US","DLF","Laughlin","VORTAC",114400,29.36090087890625,-100.77200317382812,1071,"US",114400,"091X",,,,7.012,6.461,"LO","HIGH","KDLF"
87420,"Dillingham_VOR-DME_US","DLG","Dillingham","VOR-DME",116400,58.99420166015625,-158.552001953125,119,"US",116400,"111X",,,,20.001,16.013,"BOTH","HIGH","PADL"
87421,"Duluth_VORTAC_US","DLH","Duluth","VORTAC",112600,46.80220031738281,-92.2029037475586,1430,"US",112600,"073X",,,,5.001,-0.011,"BOTH","HIGH","KDLH"
87422,"Dells_VORTAC_US","DLL","Dells","VORTAC",117000,43.550899505615234,-89.76360321044922,1020,"US",117000,"117X",,,,3.001,-1.36,"BOTH","HIGH",
87423,"Deelen_TACAN_NL","DLN","Deelen","TACAN",112200,52.05720138549805,5.872779846191406,158,"NL",112200,"059X",,,,,-0.126,"BOTH","HIGH","EHDL"
87424,"Dillon_VOR-DME_US","DLN","Dillon","VOR-DME",113000,45.248600006103516,-112.5469970703125,5260,"US",113000,"077X",,,,18.001,14.027,"BOTH","HIGH",
87425,"Deniliquin_NDB_AU","DLQ","Deniliquin","NDB",392,-35.551998138427734,144.95199584960938,305,"AU",,,,,,,10.545,"BOTH","MEDIUM","YDLQ"
87426,"Lubars_NDB_DE","DLS","Lubars","NDB",414,52.61389923095703,13.36359977722168,,"DE",,,,,,,2.106,"LO","MEDIUM",
87427,"Delaware_NDB_US","DLZ","Delaware","NDB",215,40.277000427246094,-83.10330200195312,940,"US",,,,,,,-6.311,"TERMINAL","LOW",
87428,"Zedang_NDB_CN","DM","Zedang","NDB",435,29.25830078125,91.76499938964844,13000,"CN",,,,,,,-0.09,"BOTH","MEDIUM",
87429,"Debre_Marcos_NDB_ET","DM","Debre Marcos","NDB",235,10.25,37.66669845581055,,"ET",,,,,,,1.533,"BOTH","MEDIUM",
87430,"Dumai_NDB_ID","DM","Dumai","NDB",343,1.6438900232315063,101.45700073242188,54,"ID",,,,,,,-0.056,"BOTH","MEDIUM","WIBD"
87431,"Domodedovo_NDB_RU","DM","Domodedovo","NDB",659,55.451698303222656,37.83829879760742,,"RU",,,,,,,9.354,"TERMINAL","MEDIUM","UUDD"
87432,"Salekhard_NDB_RU","DM","Salekhard","NDB",315,66.61170196533203,66.70500183105469,,"RU",,,,,,,22.426,"TERMINAL","HIGH","USDD"
87433,"Dar_Es_Salaam_NDB_TZ","DM","Dar Es Salaam","NDB",273,-6.822690010070801,39.258201599121094,,"TZ",,,,,,,-2.193,"LO","MEDIUM","HTDA"
87434,"Dmytrivka_NDB_UA","DM","Dmytrivka","NDB",690,45.47809982299805,35.05339813232422,,"UA",,,,,,,5.517,"LO","MEDIUM",
87435,"Spenc_NDB_US","DM","Spenc","NDB",223,42.220001220703125,-83.20330047607422,,"US",,,,,,,-6.58,"TERMINAL","LOW","KDTW"
87436,"Davis_Monthan_TACAN_US","DMA","Davis Monthan","TACAN",117600,32.1599006652832,-110.88099670410156,2663,"US",117600,"123X",,,,12.002,10.572,"BOTH","MEDIUM","KDMA"
87437,"Dimmit_County_NDB_US","DMD","Dimmit County","NDB",343,28.52239990234375,-99.82730102539062,612,"US",,,,,,,6.176,"TERMINAL","LOW",
87438,"Deming_VORTAC_US","DMN","Deming","VORTAC",108600,32.27560043334961,-107.6050033569336,4210,"US",108600,"023X",,,,12.001,9.528,"BOTH","MEDIUM","KDMN"
87439,"Munchen_DME_DE","DMN","Munchen","DME",116000,48.36690139770508,11.793999671936035,1463,"DE",116000,"107X",,,,,1.418,"TERMINAL","LOW","EDDM"
87440,"Sedalia_NDB_US","DMO","Sedalia","NDB",281,38.70439910888672,-93.17659759521484,880,"US",,,,,,,1.541,"TERMINAL","LOW",
87441,"Dimapur_VOR-DME_IN","DMR","Dimapur","VOR-DME",114500,25.880800247192383,93.78160095214844,472,"IN",114500,"092X",,,,0.011,-0.297,"BOTH","HIGH","VEMR"
87442,"Munchen_DME_DE","DMS","Munchen","DME",108600,48.3406982421875,11.778200149536133,1495,"DE",108600,"023X",,,,,1.416,"TERMINAL","LOW","EDDM"
87443,"Damazin_NDB_SD","DMZ","Damazin","NDB",343,11.790900230407715,34.3400993347168,,"SD",,,,,,,2.086,"BOTH","LOW","HSDZ"
87444,"Dickson_NDB_US","DMZ","Dickson","NDB",203,36.12739944458008,-87.43240356445312,852,"US",,,,,,,-2.12,"TERMINAL","LOW",
87445,"Darwin_VOR-DME_AU","DN","Darwin","VOR-DME",112600,-12.423100471496582,130.906005859375,127,"AU",112600,"073X",,,,3.007,3.276,"BOTH","HIGH","YPDN"
87446,"Darwin_NDB_AU","DN","Darwin","NDB",344,-12.431400299072266,130.96099853515625,105,"AU",,,,,,,3.282,"BOTH","HIGH","YPDN"
87447,"Dauphin_NDB_CA","DN","Dauphin","NDB",224,51.09809875488281,-100.06199645996094,999,"CA",,,,,,,6.489,"BOTH","MEDIUM","CYDN"
87448,"Sainshand_NDB_MN","DN","Sainshand","NDB",380,44.90409851074219,110.1259994506836,3000,"MN",,,,,,,-5.064,"BOTH","HIGH","ZMSH"
87449,"Durban_NDB_ZA","DN","Durban","NDB",210,-29.91080093383789,31.00029945373535,,"ZA",,,,,,,-23.587,"BOTH","MEDIUM",
87450,"Donetsk_NDB_UA","DN","Donetsk","NDB",390,48.07339859008789,37.66640090942383,,"UA",,,,,,,6.556,"TERMINAL","MEDIUM",
87451,"Julip_NDB_US","DN","Julip","NDB",332,40.28950119018555,-87.52970123291016,,"US",,,,,,,-2.522,"TERMINAL","LOW",
87452,"Dushanbe_VOR-DME_TJ","DNB","Dushanbe","VOR-DME",113600,38.54169845581055,68.81169891357422,2589,"TJ",113600,"083X",,,,,3.527,"BOTH","HIGH","UTDD"
87453,"Mostar_NDB_BA","DNC","Mostar","NDB",425,43.13750076293945,17.847400665283203,1707,"BA",,,,,,,2.486,"TERMINAL","LOW","LQMO"
87454,"Dundee_NDB_GB","DND","Dundee","NDB",394,56.455101013183594,-3.114919900894165,,"GB",,,,,,,-4.262,"TERMINAL","LOW","EGPN"
87455,"Dresden_DME_DE","DND","Dresden","DME",115400,51.12950134277344,13.757599830627441,778,"DE",115400,"101X",,,,,2.155,"TERMINAL","LOW","EDDC"
87456,"Dang_NDB_NP","DNG","Dang","NDB",363,28.1117000579834,82.29170227050781,2077,"NP",,,,,,,0.2,"BOTH","LOW","VNDG"
87457,"Denison_NDB_US","DNI","Denison","NDB",341,33.82400131225586,-96.6697006225586,680,"US",,,,,,,4.341,"TERMINAL","LOW","3T0"
87458,"Donnelly_VORTAC_US","DNJ","Donnelly","VORTAC",116200,44.7671012878418,-116.20600128173828,7300,"US",116200,"109X",,,,19.001,15.142,"BOTH","HIGH",
87459,"Orcadas_Del_Sur_NDB_AQ","DNO","Orcadas Del Sur","NDB",295,-60.717201232910156,-44.76689910888672,,"AQ",,,,,,,1.57,"BOTH","LOW",
87460,"Dnipropetrovsk_VOR-DME_UA","DNP","Dnipropetrovsk","VOR-DME",112500,48.359500885009766,35.102500915527344,509,"UA",112500,"072X",,,,,6.36,"BOTH","HIGH","UKDD"
87461,"Denison_NDB_US","DNS","Denison","NDB",350,41.98400115966797,-95.37940216064453,1255,"US",,,,,,,3.204,"TERMINAL","LOW",
87462,"Nally_Dunston_NDB_US","DNT","Nally Dunston","NDB",343,35.994998931884766,-89.40579986572266,370,"US",,,,,,,-0.4,"TERMINAL","LOW","KDYR"
87463,"Durban_VORTAC_ZA","DNV","Durban","VORTAC",112500,-29.972200393676758,30.951200485229492,21,"ZA",112500,"072X",,,,-22.007,-24.024,"BOTH","HIGH","FADN"
87464,"Danville_VORTAC_US","DNV","Danville","VORTAC",111000,40.293800354003906,-87.55719757080078,700,"US",111000,"047X",,,,2.001,-2.508,"BOTH","MEDIUM",
87465,"Dunoir_VOR-DME_US","DNW","Dunoir","VOR-DME",117200,43.82830047607422,-110.33499908447266,7720,"US",117200,"119X",,,,15.001,12.479,"BOTH","HIGH",
87466,"De_Lancey_VOR-DME_US","DNY","De Lancey","VOR-DME",112100,42.17829895019531,-74.95690155029297,2560,"US",112100,"058X",,,,-11.001,-13.057,"LO","MEDIUM",
87467,"Dasht-E-Naz_VOR-DME_IR","DNZ","Dasht-E-Naz","VOR-DME",113100,36.64459991455078,53.190399169921875,35,"IR",113100,"078X",,,,4.001,4.126,"BOTH","HIGH","OINZ"
87468,"Dasht-E-Naz_NDB_IR","DNZ","Dasht-E-Naz","NDB",362,36.670101165771484,53.17770004272461,35,"IR",,,,,,,4.131,"BOTH","LOW","OINZ"
87469,"Kirundo_NDB_BI","DO","Kirundo","NDB",295,-2.5457699298858643,30.10420036315918,,"BI",,,,,,,0.016,"TERMINAL","MEDIUM",
87470,"Zhoukou_NDB_CN","DO","Zhoukou","NDB",409,33.61669921875,114.6500015258789,,"CN",,,,,,,-4.284,"BOTH","LOW",
87471,"Qingzhou_NDB_CN","DO","Qingzhou","NDB",331,26.545000076293945,117.98699951171875,,"CN",,,,,,,-3.379,"BOTH","MEDIUM",
87472,"Djupivogur_NDB_IS","DO","Djupivogur","NDB",320,64.65249633789062,-14.276900291442871,,"IS",,,,,,,-12.562,"TERMINAL","HIGH",
87473,"Dobo_NDB_ID","DO","Dobo","NDB",305,-5.766550064086914,134.197998046875,20,"ID",,,,,,,3.144,"BOTH","MEDIUM","WAPD"
87474,"Arrachart_NDB_MG","DO","Arrachart","NDB",390,-12.34630012512207,49.289398193359375,,"MG",,,,,,,-8.531,"HI","MEDIUM","FMNA"
87475,"Dondo_NDB_MZ","DO","Dondo","NDB",387,-19.62380027770996,34.7484016418457,,"MZ",,,,,,,-11.187,"TERMINAL","LOW",
87476,"Domodedovo_NDB_RU","DO","Domodedovo","NDB",659,55.3650016784668,37.94169998168945,,"RU",,,,,,,9.348,"TERMINAL","MEDIUM","UUDD"
87477,"Dodoma_NDB_TZ","DO","Dodoma","NDB",373,-6.168839931488037,35.74549865722656,3637,"TZ",,,,,,,-1.233,"HI","HIGH","HTDO"
87478,"Dobrushyn_NDB_UA","DO","Dobrushyn","NDB",118,45.376399993896484,33.36009979248047,,"UA",,,,,,,5.363,"LO","HIGH",
87479,"Donetsk_NDB_UA","DO","Donetsk","NDB",390,48.07339859008789,37.80839920043945,,"UA",,,,,,,6.569,"TERMINAL","MEDIUM",
87480,"Dotte_NDB_US","DO","Dotte","NDB",359,39.22090148925781,-94.7499008178711,,"US",,,,,,,3.028,"TERMINAL","MEDIUM","KMCI"
87481,"Dougy_NDB_US","DO","Dougy","NDB",236,45.83449935913086,-89.73040008544922,1630,"US",,,,,,,-2.076,"TERMINAL","LOW",
87482,"Durazno_NDB_UY","DO","Durazno","NDB",245,-33.35969924926758,-56.549800872802734,,"UY",,,,,,,-9.204,"BOTH","MEDIUM","SUDU"
87483,"Dobbins_TACAN_US","DOB","Dobbins","TACAN",113000,33.91460037231445,-84.5073013305664,1008,"US",113000,"077X",,,,-3.001,-4.021,"BOTH","LOW","KMGE"
87484,"Donchon_VOR-DME_KR","DOC","Donchon","VOR-DME",116500,35.90399932861328,128.64199829101562,116,"KR",116500,"112X",,,,-7.011,-7.264,"BOTH","LOW","RKTN"
87485,"Dongola_VOR-DME_SD","DOG","Dongola","VOR-DME",112300,19.182600021362305,30.42729949951172,802,"SD",112300,"070X",,,,,2.32,"BOTH","HIGH","HSDN"
87486,"Doha_VOR-DME_QA","DOH","Doha","VOR-DME",112400,25.233600616455078,51.57720184326172,48,"QA",112400,"071X",,,,2.007,1.558,"BOTH","HIGH","OTBD"
87487,"Dolsko_VOR-DME_SI","DOL","Dolsko","VOR-DME",112700,46.08409881591797,14.778599739074707,2047,"SI",112700,"074X",,,,1.007,2.215,"BOTH","HIGH","LJLJ"
87488,"Dortmund_VOR-DME_DE","DOM","Dortmund","VOR-DME",112700,51.70949935913086,7.587130069732666,298,"DE",112700,"074X",,,,0.009,0.23,"BOTH","HIGH","EDLW"
87489,"Melville_Hall_NDB_DM","DOM","Melville Hall","NDB",273,15.55090045928955,-61.29560089111328,80,"DM",,,,,,,-14.32,"LO","MEDIUM","TDPD"
87490,"Donetsk_VOR-DME_UA","DON","Donetsk","VOR-DME",115000,48.071800231933594,37.73590087890625,758,"UA",115000,"097X",,,,,6.561,"BOTH","HIGH","UKCC"
87491,"Donna_NDB_DK","DON","Donna","NDB",355,55.47460174560547,5.133059978485107,,"DK",,,,,,,-0.483,"LO","MEDIUM",
87492,"Donaueschingen_DME_DE","DON","Donaueschingen","DME",110550,47.96070098876953,8.522549629211426,2212,"DE",110550,"042Y",,,,,0.501,"TERMINAL","LOW","EDTD"
87493,"Wickede_VOR-DME_DE","DOR","Wickede","VOR-DME",108650,51.525299072265625,7.6310601234436035,373,"DE",108650,"023Y",,,,0.009,0.245,"LO","HIGH","EDLW"
87494,"Doura_NDB_BR","DOU","Doura","NDB",285,-22.19729995727539,-54.92829895019531,1503,"BR",,,,,,,-14.588,"BOTH","MEDIUM","SSDO"
87495,"Dover_TACAN_US","DOV","Dover","TACAN",110000,39.132301330566406,-75.46730041503906,17,"US",110000,"037X",,,,-9.001,-11.474,"BOTH","LOW","KDOV"
87496,"Mendoza_VOR-DME_AR","DOZ","Mendoza","VOR-DME",114900,-32.83190155029297,-68.79080200195312,2306,"AR",114900,"096X",,,,3.007,1.304,"BOTH","HIGH","SAME"
87497,"Diepholz_NDB_DE","DP","Diepholz","NDB",325,52.59170150756836,8.45341968536377,191,"DE",,,,,,,0.371,"BOTH","LOW","ETND"
87498,"Delhi_NDB_IN","DP","Delhi","NDB",274,28.58340072631836,76.99870300292969,,"IN",,,,,,,0.406,"BOTH","MEDIUM","VIDP"
87499,"Khurba_NDB_RU","DP","Khurba","NDB",440,50.40829849243164,136.93299865722656,,"RU",,,,,,,-12.091,"TERMINAL","HIGH",
87500,"Dnipropetrovsk_NDB_UA","DP","Dnipropetrovsk","NDB",335,48.356998443603516,35.02450180053711,,"UA",,,,,,,6.352,"TERMINAL","LOW",
87501,"Du_Page_VOR-DME_US","DPA","Du Page","VOR-DME",108400,41.89039993286133,-88.3501968383789,800,"US",108400,"021X",,,,2.001,-2.298,"LO","MEDIUM",
87502,"Dieppe_VOR_FR","DPE","Dieppe","VOR",115800,49.92539978027344,1.170639991760254,362,"FR",,,,,,-3.007,-1.359,"BOTH","HIGH",
87503,"Dugway_NDB_US","DPG","Dugway","NDB",284,40.18239974975586,-112.93699645996094,4374,"US",,,,,,,13.05,"TERMINAL","MEDIUM","KDPG"
87504,"Deer_Park_VOR-DME_US","DPK","Deer Park","VOR-DME",117700,40.79180145263672,-73.30370330810547,117,"US",117700,"124X",,,,-12.001,-13.377,"BOTH","MEDIUM","KFRG"
87505,"Delhi_VOR-DME_IN","DPN","Delhi","VOR-DME",116100,28.566699981689453,77.09490203857422,776,"IN",116100,"108X",,,,1.011,0.401,"BOTH","HIGH","VIDP"
87506,"Devonport_VOR-DME_AU","DPO","Devonport","VOR-DME",116300,-41.16999816894531,146.4340057373047,43,"AU",116300,"110X",-41.1703,146.434,43,13.007,13.335,"BOTH","HIGH","YDPO"
87507,"Devonport_NDB_AU","DPO","Devonport","NDB",281,-41.17390060424805,146.4290008544922,25,"AU",,,,,,,13.334,"BOTH","MEDIUM","YDPO"
87508,"Dupree_VORTAC_US","DPR","Dupree","VORTAC",116800,45.07809829711914,-101.71499633789062,2530,"US",116800,"115X",,,,10.012,8.019,"BOTH","HIGH","7F2"
87509,"Deer_Park_NDB_US","DPY","Deer Park","NDB",216,47.96770095825195,-117.4260025024414,2250,"US",,,,,,,16.329,"TERMINAL","LOW",
87511,"Dayton_VOR-DME_US","DQN","Dayton","VOR-DME",114500,40.01639938354492,-84.39689636230469,990,"US",114500,"092X",,,,-1.001,-5.241,"LO","MEDIUM",
87512,"Dupont_VORTAC_US","DQO","Dupont","VORTAC",114000,39.6781005859375,-75.60710144042969,70,"US",114000,"087X",,,,-10.001,-11.519,"BOTH","MEDIUM","KILG"
87513,"De_Quincy_NDB_US","DQU","De Quincy","NDB",410,30.43549919128418,-93.466796875,82,"US",,,,,,,2.419,"TERMINAL","LOW",
87514,"Delta_Romeo_NDB_CO","DR","Delta Romeo","NDB",264,4.719130039215088,-74.15969848632812,8355,"CO",,,,,,,-5.353,"TERMINAL","LOW","SKBO"
87515,"Skurygino_NDB_RU","DR","Skurygino","NDB",415,55.21670150756836,37.36669921875,,"RU",,,,,,,9.226,"BOTH","HIGH",
87516,"Dar_Es_Salaam_NDB_TZ","DR","Dar Es Salaam","NDB",361,-6.885280132293701,39.205299377441406,155,"TZ",,,,,,,-2.204,"TERMINAL","LOW","HTDA"
87517,"Dnipropetrovsk_NDB_UA","DR","Dnipropetrovsk","NDB",335,48.356998443603516,35.173099517822266,,"UA",,,,,,,6.367,"TERMINAL","LOW",
87518,"Idder_NDB_US","DR","Idder","NDB",385,30.752099990844727,-93.33470153808594,160,"US",,,,,,,2.356,"TERMINAL","LOW","KDRI"
87519,"Kotti_NDB_US","DR","Kotti","NDB",335,29.442699432373047,-100.99199676513672,1149,"US",,,,,,,6.525,"LO","LOW","KDRT"
87520,"Drammen_VOR-DME_NO","DRA","Drammen","VOR-DME",114800,59.733299255371094,10.112500190734863,1398,"NO",114800,"095X",,,,0.007,0.569,"TERMINAL","LOW",
87521,"Drezdenko_VOR-DME_PL","DRE","Drezdenko","VOR-DME",115300,52.81679916381836,15.832500457763672,98,"PL",115300,"100X",,,,1.007,2.555,"BOTH","HIGH",
