"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
336513,"FI-12",12,"Ostrobothnia Region","EU","FI","https://en.wikipedia.org/wiki/Ostrobothnia_(region)","Pohjanmaa"
336514,"FI-13",13,"North Karelia Region","EU","FI","https://en.wikipedia.org/wiki/North_Karelia","Airports in North Karelia Region"
336515,"FI-14",14,"North Ostrobothnia Region","EU","FI","https://en.wikipedia.org/wiki/North_Ostrobothnia","Airports in North Ostrobothnia Region"
336516,"FI-15",15,"Northern Savonia Region","EU","FI","https://en.wikipedia.org/wiki/North_Savo","Airports in Northern Savonia Region"
336517,"FI-16",16,"Päijät-Häme Region","EU","FI","https://en.wikipedia.org/wiki/P%C3%A4ij%C3%A4t-H%C3%A4me","Airports in Päijät-Häme Region"
336518,"FI-17",17,"Satakunta Region","EU","FI","https://en.wikipedia.org/wiki/Satakunta","Airports in Satakunta Region"
336519,"FI-18",18,"Uusimaa Region","EU","FI","https://en.wikipedia.org/wiki/Uusimaa","Airports in Uusimaa Region"
336520,"FI-19",19,"Southwest Finland Region","EU","FI","https://en.wikipedia.org/wiki/Southwest_Finland","Airports in Southwest Finland Region"
303805,"FI-U-A","U-A","(unassigned)","EU","FI",,"Airports in (unassigned)"
303806,"FJ-C","C","Central Division","OC","FJ","https://en.wikipedia.org/wiki/Central_Division,_Fiji","Airports in Central"
303807,"FJ-E","E","Eastern Division","OC","FJ","https://en.wikipedia.org/wiki/Eastern_Division,_Fiji","Airports in Eastern"
303808,"FJ-N","N","Northern Division","OC","FJ","https://en.wikipedia.org/wiki/Northern_Division,_Fiji","Airports in Northern"
303809,"FJ-R","R","Rotuma (dependency)","OC","FJ","https://en.wikipedia.org/wiki/Rotuma","Airports in Rotuma"
303810,"FJ-U-A","U-A","(unassigned)","OC","FJ",,"Airports in (unassigned)"
303811,"FJ-W","W","Western Division","OC","FJ","https://en.wikipedia.org/wiki/Western_Division,_Fiji","Airports in Western"
303812,"FK-U-A","U-A","(unassigned)","SA","FK",,"Airports in (unassigned)"
303813,"FM-KSA","KSA","Kosrae State","OC","FM","https://en.wikipedia.org/wiki/Kosrae_State","Airports in Kosrae State"
303814,"FM-PNI","PNI","Pohnpei State","OC","FM","https://en.wikipedia.org/wiki/Pohnpei_State","Airports in Pohnpei State"
303815,"FM-TRK","TRK","Chuuk State","OC","FM","https://en.wikipedia.org/wiki/Chuuk_State","Airports in Chuuk State"
303816,"FM-U-A","U-A","(unassigned)","OC","FM",,"Airports in (unassigned)"
303817,"FM-YAP","YAP","Yap State","OC","FM","https://en.wikipedia.org/wiki/Yap_State","Airports in Yap State"
303818,"FO-U-A","U-A","(unassigned)","EU","FO",,"Airports in (unassigned)"
306351,"FR-ARA","ARA","Auvergne-Rhône-Alpes","EU","FR","https://en.wikipedia.org/wiki/Auvergne-Rh%C3%B4ne-Alpes","Airports in Auvergne-Rhône-Alpes"
306350,"FR-BFC","BFC","Bourgogne-Franche-Comté","EU","FR","https://en.wikipedia.org/wiki/Bourgogne-Franche-Comt%C3%A9","Bourgogne"
306348,"FR-BRE","BRE","Brittany","EU","FR","https://en.wikipedia.org/wiki/Brittany","Bretagne"
306345,"FR-COR","COR","Corsica","EU","FR","https://en.wikipedia.org/wiki/Corsica","Corse"
306347,"FR-CVL","CVL","Centre-Val de Loire","EU","FR","https://en.wikipedia.org/wiki/Centre-Val_de_Loire","Airports in Centre-Val de Loire"
306353,"FR-GES","GES","Grand Est","EU","FR","https://en.wikipedia.org/wiki/Grand_Est","Airports in Grand Est"
306337,"FR-HDF","HDF","Hauts-de-France","EU","FR","https://en.wikipedia.org/wiki/Hauts-de-France","Airports in Hauts-de-France"
306342,"FR-IDF","IDF","Île-de-France","EU","FR","https://en.wikipedia.org/wiki/Île-de-France","Airports in Île-de-France"
306352,"FR-NAQ","NAQ","Nouvelle-Aquitaine","EU","FR","https://en.wikipedia.org/wiki/Nouvelle-Aquitaine","Limousin, Poitou-Charentes"
306343,"FR-NOR","NOR","Normandy","EU","FR","https://en.wikipedia.org/wiki/Normandy","Haute-Normandie"
306341,"FR-OCC","OCC","Occitanie","EU","FR","https://en.wikipedia.org/wiki/Occitania_(administrative_region)","Languedoc-Roussillon, Midi-Pyrénées"
306333,"FR-PAC","PAC","Provence-Alpes-Côte-d'Azur","EU","FR","https://en.wikipedia.org/wiki/Provence-Alpes-C%C3%B4te_d%27Azur","Airports in Provence-Alpes-Côte-d'Azur"
306336,"FR-PDL","PDL","Pays-de-la-Loire","EU","FR","https://en.wikipedia.org/wiki/Pays-de-la-Loire","Airports in Pays-de-la-Loire"
303819,"FR-U-A","U-A","(unassigned)","EU","FR",,"Airports in (unassigned)"
303820,"GA-1",1,"Estuaire Province","AF","GA","https://en.wikipedia.org/wiki/Estuaire_Province","Airports in Estuaire Province"
303821,"GA-2",2,"Haut-Ogooué Province","AF","GA","https://en.wikipedia.org/wiki/Haut-Ogoou%C3%A9_Province","Airports in Haut-Ogooué Province"
303822,"GA-3",3,"Moyen-Ogooué Province","AF","GA","https://en.wikipedia.org/wiki/Moyen-Ogoou%C3%A9_Province","Airports in Moyen-Ogooué Province"
303823,"GA-4",4,"Ngounié Province","AF","GA","https://en.wikipedia.org/wiki/Ngouni%C3%A9_Province","Airports in Ngounié Province"
303824,"GA-5",5,"Nyanga Province","AF","GA","https://en.wikipedia.org/wiki/Nyanga_Province","Airports in Nyanga Province"
303825,"GA-6",6,"Ogooué-Ivindo Province","AF","GA","https://en.wikipedia.org/wiki/Ogoou%C3%A9-Ivindo_Province","Airports in Ogooué-Ivindo Province"
303826,"GA-7",7,"Ogooué-Lolo Province","AF","GA","https://en.wikipedia.org/wiki/Ogoou%C3%A9-Lolo_Province","Airports in Ogooué-Lolo Province"
303827,"GA-8",8,"Ogooué-Maritime Province","AF","GA","https://en.wikipedia.org/wiki/Ogoou%C3%A9-Maritime_Province","Airports in Ogooué-Maritime Province"
303828,"GA-9",9,"Woleu-Ntem Province","AF","GA","https://en.wikipedia.org/wiki/Woleu-Ntem_Province","Airports in Woleu-Ntem Province"
303829,"GA-U-A","U-A","(unassigned)","AF","GA",,"Airports in (unassigned)"
306374,"GB-ENG","ENG","England","EU","GB","https://en.wikipedia.org/wiki/England","English airports"
306375,"GB-NIR","NIR","Northern Ireland","EU","GB","https://en.wikipedia.org/wiki/Northern_Ireland","Northern Irish airports, Aerfoirt Thuaisceart Éireann"
306377,"GB-SCT","SCT","Scotland","EU","GB","https://en.wikipedia.org/wiki/Scotland","Scottish airports, Puirt-adhair Albannach"
303830,"GB-U-A","U-A","(unassigned)","EU","GB",,"keep"
306376,"GB-WLS","WLS","Wales","EU","GB","https://en.wikipedia.org/wiki/Wales","Welsh airports, Cymru, Meysydd awyr Cymru"
303831,"GD-AN","AN","Saint Andrew","NA","GD","https://en.wikipedia.org/wiki/Saint_Andrew","Airports in Saint Andrew"
303832,"GD-DA","DA","Saint David","NA","GD","https://en.wikipedia.org/wiki/Saint_David","Airports in Saint David"
303833,"GD-GE","GE","Saint George","NA","GD","https://en.wikipedia.org/wiki/Saint_George","Airports in Saint George"
303834,"GD-JO","JO","Saint John","NA","GD","https://en.wikipedia.org/wiki/Saint_John","Airports in Saint John"
303835,"GD-MA","MA","Saint Mark","NA","GD","https://en.wikipedia.org/wiki/Saint_Mark","Airports in Saint Mark"
303836,"GD-PA","PA","Saint Patrick","NA","GD","https://en.wikipedia.org/wiki/Saint_Patrick","Airports in Saint Patrick"
303837,"GD-U-A","U-A","(unassigned)","NA","GD",,"Airports in (unassigned)"
306412,"GE-AB","AB","Autonomous Republic of Abkhazia","AS","GE","https://en.wikipedia.org/wiki/Abkhazia","აფხაზეთი"
306411,"GE-AJ","AJ","Autonomous Republic of Adjara","AS","GE","https://en.wikipedia.org/wiki/Adjara","Ajaria, აჭარა"
306410,"GE-GU","GU","Guria","AS","GE","https://en.wikipedia.org/wiki/Guria","Airports in Guria"
306409,"GE-IM","IM","Imereti","AS","GE","https://en.wikipedia.org/wiki/Imereti","Imeret'i, იმერეთი მხარე"
306408,"GE-KA","KA","Kakheti","AS","GE","https://en.wikipedia.org/wiki/Kakheti","Kakhet'i, კახეთი"
306407,"GE-KK","KK","Kvemo Kartli","AS","GE","https://en.wikipedia.org/wiki/Kvemo_Kartli","K'vemo K'art'li, ქვემო ქართლი"
306406,"GE-MM","MM","Mtskheta-Mtianeti","AS","GE","https://en.wikipedia.org/wiki/Mtskheta-Mtianeti","Airports in Mtskheta-Mtianeti"
306405,"GE-RL","RL","Racha-Lechkhumi and Kvemo Svaneti","AS","GE","https://en.wikipedia.org/wiki/Racha-Lechkhumi_and_Kvemo_Svaneti","Airports in Racha-Lechkhumi and Kvemo Svaneti"
306404,"GE-SJ","SJ","Samtskhe-Javakheti","AS","GE","https://en.wikipedia.org/wiki/Samtskhe-Javakheti","Airports in Samtskhe-Javakheti"
306403,"GE-SK","SK","Shida Kartli","AS","GE","https://en.wikipedia.org/wiki/Shida_Kartli","Airports in Shida Kartli"
595549,"GE-SO","SO","South Ossetia","AS","GE","https://en.wikipedia.org/wiki/South_Ossetia","Airports in South Ossetia"
306756,"GE-SZ","SZ","Samegrelo-Zemo Svaneti","AS","GE","https://en.wikipedia.org/wiki/Samegrelo-Zemo_Svaneti","airports"
306402,"GE-TB","TB","Tbilisi","AS","GE","https://en.wikipedia.org/wiki/Tbilisi","T'blisi, თბილისი"
303838,"GE-U-A","U-A","(unassigned)","AS","GE",,"Airports in (unassigned)"
306381,"GF-CY","CY","Cayenne","SA","GF","https://en.wikipedia.org/wiki/Cayenne","Airports in Cayenne"
306380,"GF-SL","SL","Saint-Laurent-du-Maroni","SA","GF","https://en.wikipedia.org/wiki/Saint-Laurent-du-Maroni","Airports in Saint-Laurent-du-Maroni"
303839,"GF-U-A","U-A","(unassigned)","SA","GF",,"Airports in (unassigned)"
534981,"GG-A","A","Alderney","EU","GG","https://en.wikipedia.org/wiki/Alderney","Aoeur'gny, Aurigny"
534984,"GG-G","G","Guernsey","EU","GG","https://en.wikipedia.org/wiki/Guernsey","Guernesey, Guernési"
534986,"GG-S","S","Sark","EU","GG","https://en.wikipedia.org/wiki/Sark","Cerq, Sèr, Sercq"
303840,"GG-U-A","U-A","(unassigned)","EU","GG",,"Airports in (unassigned)"
303841,"GH-AA","AA","Greater Accra Region","AF","GH","https://en.wikipedia.org/wiki/Greater_Accra_Region","Airports in Greater Accra Region"
303842,"GH-AH","AH","Ashanti Region","AF","GH","https://en.wikipedia.org/wiki/Ashanti_Region","Airports in Ashanti Region"
430286,"GH-AO","AO","Ahafo Region","AF","GH","https://en.wikipedia.org/wiki/Ahafo_Region",
303843,"GH-BA","BA","Brong-Ahafo Region","AF","GH","https://en.wikipedia.org/wiki/Brong-Ahafo_Region","Airports in Brong-Ahafo Region"
430288,"GH-BE","BE","Bono East Region","AF","GH","https://en.wikipedia.org/wiki/Bono_East_Region",
430287,"GH-BO","BO","Bono Region","AF","GH","https://en.wikipedia.org/wiki/Bono_Region",
303844,"GH-CP","CP","Central Region","AF","GH","https://en.wikipedia.org/wiki/Central_Region_(Ghana)","Airports in Central Region"
303845,"GH-EP","EP","Eastern Region","AF","GH","https://en.wikipedia.org/wiki/Eastern_Region_(Ghana)","Airports in Eastern Region"
430290,"GH-NE","NE","North East Region","AF","GH","https://en.wikipedia.org/wiki/North_East_Region,_Ghana",
303846,"GH-NP","NP","Northern Region","AF","GH","https://en.wikipedia.org/wiki/Northern_Region,_Ghana","Airports in Northern Region"
430282,"GH-OT","OT","Oti Region","AF","GH","https://en.wikipedia.org/wiki/Oti_Region",
430289,"GH-SA","SA","Savannah Region","AF","GH","https://en.wikipedia.org/wiki/Savannah_Region",
303847,"GH-TV","TV","Volta Region","AF","GH","https://en.wikipedia.org/wiki/Volta_Region","Airports in Volta Region"
303848,"GH-U-A","U-A","(unassigned)","AF","GH",,"Airports in (unassigned)"
303849,"GH-UE","UE","Upper East Region","AF","GH","https://en.wikipedia.org/wiki/Upper_East_Region","Airports in Upper East Region"
303850,"GH-UW","UW","Upper West Region","AF","GH","https://en.wikipedia.org/wiki/Upper_West_Region","Airports in Upper West Region"
430283,"GH-WN","WN","Western North Region","AF","GH","https://en.wikipedia.org/wiki/Western_North_Region",
303851,"GH-WP","WP","Western Region","AF","GH","https://en.wikipedia.org/wiki/Western_Region_(Ghana)","Airports in Western Region"
303852,"GI-U-A","U-A","(unassigned)","EU","GI",,"Airports in (unassigned)"
505040,"GL-AV","AV","Avannaata Municipality","NA","GL","https://en.wikipedia.org/wiki/Avannaata",
505041,"GL-KU","KU","Kujalleq Municipality","NA","GL","https://en.wikipedia.org/wiki/Kujalleq",
505045,"GL-NE","NE","Northeast Greenland National Park","NA","GL","https://en.wikipedia.org/wiki/Northeast_Greenland_National_Park",
505043,"GL-QA","QA","Qeqqata Municipality","NA","GL","https://en.wikipedia.org/wiki/Qeqqata",
505042,"GL-QK","QK","Qeqertalik Municipality","NA","GL","https://en.wikipedia.org/wiki/Qeqertalik",
505044,"GL-SE","SE","Sermersooq Municipality","NA","GL","https://en.wikipedia.org/wiki/Sermersooq",
303853,"GL-U-A","U-A","(unassigned)","NA","GL",,"Airports in (unassigned)"
303854,"GM-B","B","Banjul City","AF","GM","https://en.wikipedia.org/wiki/Banjul","Airports in Banjul City"
303855,"GM-C","C","Central River Division","AF","GM","https://en.wikipedia.org/wiki/Central_River_Division","Central River Division"
303856,"GM-L","L","Lower River Division","AF","GM","https://en.wikipedia.org/wiki/Lower_River_Division","Lower River Division"
303858,"GM-N","N","North Bank Division","AF","GM","https://en.wikipedia.org/wiki/North_Bank_Division","North Bank Division"
303859,"GM-U","U","Upper River Division","AF","GM","https://en.wikipedia.org/wiki/Upper_River_Division","Upper River Division"
303860,"GM-U-A","U-A","(unassigned)","AF","GM",,"Airports in (unassigned)"
303861,"GM-W","W","Western Division","AF","GM","https://en.wikipedia.org/wiki/West_Coast_Division_(Gambia)","Western Division"
316858,"GN-B","B","Boké Region","AF","GN","https://en.wikipedia.org/wiki/Bok%C3%A9_Region","Airports in Boké Region"
306775,"GN-C","C","Conakry Special Zone","AF","GN","https://en.wikipedia.org/wiki/Conakry_Special_Zone","Airports in Conakry Special Zone"
316861,"GN-D","D","Kindia Region","AF","GN","https://en.wikipedia.org/wiki/Kindia_Region","Airports in Kindia Region"
316859,"GN-F","F","Faranah Region","AF","GN","https://en.wikipedia.org/wiki/Faranah_Region","Airports in Faranah Region"
316860,"GN-K","K","Kankan Region","AF","GN","https://en.wikipedia.org/wiki/Kankan_Region","Airports in Kankan Region"
316862,"GN-L","L","Labé Region","AF","GN","https://en.wikipedia.org/wiki/Lab%C3%A9_Region","Airports in Labé Region"
316863,"GN-M","M","Mamou Region","AF","GN","https://en.wikipedia.org/wiki/Mamou_Region","Airports in Mamou Region"
316864,"GN-N","N","Nzérékoré Region","AF","GN","https://en.wikipedia.org/wiki/Nz%C3%A9r%C3%A9kor%C3%A9_Region","Airports in Nzérékoré Region"
303894,"GN-U-A","U-A","(unassigned)","AF","GN",,"Airports in (unassigned)"
303896,"GP-U-A","U-A","(unassigned)","NA","GP",,"Airports in (unassigned)"
303897,"GQ-AN","AN","Annobón Province","AF","GQ","https://en.wikipedia.org/wiki/Annobon","Airports in Annobón Province"
303898,"GQ-BN","BN","Bioko Norte Province","AF","GQ","https://en.wikipedia.org/wiki/Bioko_Norte","Airports in Bioko Norte Province"
303899,"GQ-BS","BS","Bioko Sur Province","AF","GQ","https://en.wikipedia.org/wiki/Bioko_Sur","Airports in Bioko Sur Province"
303901,"GQ-CS","CS","Centro Sur Province","AF","GQ","https://en.wikipedia.org/wiki/Centro_Sur","Airports in Centro Sur Province"
303903,"GQ-KN","KN","Kie-Ntem Province","AF","GQ","https://en.wikipedia.org/wiki/Kie-Ntem","Airports in Kie-Ntem Province"
303904,"GQ-LI","LI","Litoral Province","AF","GQ","https://en.wikipedia.org/wiki/Litoral_(Equatorial_Guinea)","Airports in Litoral Province"
303905,"GQ-U-A","U-A","(unassigned)","AF","GQ",,"Airports in (unassigned)"
303906,"GQ-WN","WN","Wele-Nzas Province","AF","GQ","https://en.wikipedia.org/wiki/Wele-Nzas","Airports in Wele-Nzas Province"
353665,"GR-A","A","Eastern Macedonia and Thrace","EU","GR","https://en.wikipedia.org/wiki/Eastern_Macedonia_and_Thrace","Airports in Eastern Macedonia and Thrace"
563555,"GR-AO","AO","Agio Oros (Mount Athos)","EU","GR","https://en.wikipedia.org/wiki/Monastic_community_of_Mount_Athos","Holy Mountain, Monastic Community of Mount Athos"
430179,"GR-B","B","Central Macedonia","EU","GR","https://en.wikipedia.org/wiki/Central_Macedonia","Κεντρική Μακεδονία"
430176,"GR-C","C","Western Macedonia","EU","GR","https://en.wikipedia.org/wiki/Western_Macedonia","Δυτική Μακεδονία"
430178,"GR-D","D","Epirus","EU","GR","https://en.wikipedia.org/wiki/Epirus_(region)","Ήπειρος"
430184,"GR-E","E","Thessaly","EU","GR","https://en.wikipedia.org/wiki/Thessaly","Θεσσαλία"
430177,"GR-F","F","Ionian Islands","EU","GR","https://en.wikipedia.org/wiki/Ionian_Islands_(region)","Περιφέρεια Ιονίων Νήσων"
353667,"GR-G","G","Western Greece","EU","GR","https://en.wikipedia.org/wiki/Western_Greece","Airports in Western Greece"
430183,"GR-H","H","Central Greece","EU","GR","https://en.wikipedia.org/wiki/Central_Greece_(region)","Περιφέρεια Στερεάς Ελλάδας"
353666,"GR-I","I","Attica","EU","GR","https://en.wikipedia.org/wiki/Attica_(region)","Airports in Attica"
430182,"GR-J","J","Peloponnese","EU","GR","https://en.wikipedia.org/wiki/Peloponnese_(region)","Περιφέρεια Πελοποννήσου"
430185,"GR-K","K","North Aegean","EU","GR","https://en.wikipedia.org/wiki/North_Aegean","Περιφέρεια Βορείου Αιγαίου"
430181,"GR-L","L","South Aegean","EU","GR","https://en.wikipedia.org/wiki/South_Aegean","Περιφέρεια Νοτίου Αιγαίου"
430180,"GR-M","M","Crete","EU","GR","https://en.wikipedia.org/wiki/Crete#Administration","Κρήτη"
303958,"GR-U-A","U-A","(unassigned)","EU","GR",,"Airports in (unassigned)"
303959,"GS-U-A","U-A","(unassigned)","AN","GS",,"Airports in (unassigned)"
303960,"GT-AV","AV","Alta Verapez Department","NA","GT","https://en.wikipedia.org/wiki/Alta_Verapez_Department","Airports in Alta Verapez Department"
303961,"GT-BV","BV","Baja Verapez Department","NA","GT","https://en.wikipedia.org/wiki/Baja_Verapez_Department","Airports in Baja Verapez Department"
303962,"GT-CM","CM","Chimaltenango Department","NA","GT","https://en.wikipedia.org/wiki/Chimaltenango_Department","Airports in Chimaltenango Department"
303963,"GT-CQ","CQ","Chiquimula Department","NA","GT","https://en.wikipedia.org/wiki/Chiquimula_Department","Airports in Chiquimula Department"
303964,"GT-ES","ES","Escuintla Department","NA","GT","https://en.wikipedia.org/wiki/Escuintla_Department","Airports in Escuintla Department"
303965,"GT-GU","GU","Guatemala Department","NA","GT","https://en.wikipedia.org/wiki/Guatemala_Department","Airports in Guatemala Department"
303966,"GT-HU","HU","Huehuetenango Department","NA","GT","https://en.wikipedia.org/wiki/Huehuetenango_Department","Airports in Huehuetenango Department"
303967,"GT-IZ","IZ","Izabal Department","NA","GT","https://en.wikipedia.org/wiki/Izabal_Department","Airports in Izabal Department"
303968,"GT-JA","JA","Jalapa Department","NA","GT","https://en.wikipedia.org/wiki/Jalapa_Department","Airports in Jalapa Department"
303969,"GT-JU","JU","Jutiapa Department","NA","GT","https://en.wikipedia.org/wiki/Jutiapa_Department","Airports in Jutiapa Department"
303970,"GT-PE","PE","Petén Department","NA","GT","https://en.wikipedia.org/wiki/Pet%C3%A9n_Department","Airports in Petén Department"
303971,"GT-PR","PR","El Progreso Department","NA","GT","https://en.wikipedia.org/wiki/El_Progreso_Department","Airports in El Progreso Department"
303972,"GT-QC","QC","Quiché Department","NA","GT","https://en.wikipedia.org/wiki/Quich%C3%A9_Department","Airports in Quiché Department"
303973,"GT-QZ","QZ","Quetzaltenango Department","NA","GT","https://en.wikipedia.org/wiki/Quetzaltenango_Department","Airports in Quetzaltenango Department"
303974,"GT-RE","RE","Retalhuleu Department","NA","GT","https://en.wikipedia.org/wiki/Retalhuleu_Department","Airports in Retalhuleu Department"
303975,"GT-SA","SA","Sacatepéquez Department","NA","GT","https://en.wikipedia.org/wiki/Sacatep%C3%A9quez_Department","Airports in Sacatepéquez Department"
303976,"GT-SM","SM","San Marcos Department","NA","GT","https://en.wikipedia.org/wiki/San_Marcos_Department","Airports in San Marcos Department"
303977,"GT-SO","SO","Sololá Department","NA","GT","https://en.wikipedia.org/wiki/Solol%C3%A1_Department","Airports in Sololá Department"
303978,"GT-SR","SR","Santa Rosa Department","NA","GT","https://en.wikipedia.org/wiki/Santa_Rosa_Department","Airports in Santa Rosa Department"
303979,"GT-SU","SU","Suchitepéquez Department","NA","GT","https://en.wikipedia.org/wiki/Suchitep%C3%A9quez_Department","Airports in Suchitepéquez Department"
303980,"GT-TO","TO","Totonicap'an Department","NA","GT","https://en.wikipedia.org/wiki/Totonicap%C3%A1n_Department","Airports in Totonicap'an Department"
303981,"GT-U-A","U-A","(unassigned)","NA","GT",,"Airports in (unassigned)"
303982,"GT-ZA","ZA","Zacapa Department","NA","GT","https://en.wikipedia.org/wiki/Zacapa_Department","Airports in Zacapa Department"
303983,"GU-U-A","U-A","(unassigned)","OC","GU",,"Airports in (unassigned)"
303984,"GW-BA","BA","Bafatá Region","AF","GW","https://en.wikipedia.org/wiki/Bafatá_Region","Airports in Bafatá Region"
303985,"GW-BL","BL","Bolama Region","AF","GW","https://en.wikipedia.org/wiki/Bolama_Region","Airports in Bolama Region"
303986,"GW-BM","BM","Biombo Region","AF","GW","https://en.wikipedia.org/wiki/Biombo_Region","Airports in Biombo Region"
303987,"GW-BS","BS","Bissau Autonomous Sector","AF","GW","https://en.wikipedia.org/wiki/Bissau","Airports in Bissau Autonomous Sector"
303988,"GW-CA","CA","Cacheu Region","AF","GW","https://en.wikipedia.org/wiki/Cacheu_Region","Airports in Cacheu Region"
303989,"GW-GA","GA","Gabu Region","AF","GW","https://en.wikipedia.org/wiki/Gabu_Region","Airports in Gabu Region"
303990,"GW-OI","OI","Oio Region","AF","GW","https://en.wikipedia.org/wiki/Oio_Region","Airports in Oio Region"
303991,"GW-QU","QU","Quloara Region","AF","GW","https://en.wikipedia.org/wiki/Quloara_Region","Airports in Quloara Region"
303992,"GW-TO","TO","Tombali Region","AF","GW","https://en.wikipedia.org/wiki/Tombali_Region","Airports in Tombali Region"
303993,"GW-U-A","U-A","(unassigned)","AF","GW",,"Airports in (unassigned)"
303994,"GY-BA","BA","Barima-Waini","SA","GY","https://en.wikipedia.org/wiki/Barima-Waini","Airports in Barima-Waini"
303995,"GY-CU","CU","Cuyuni-Mazaruni","SA","GY","https://en.wikipedia.org/wiki/Cuyuni-Mazaruni","Airports in Cuyuni-Mazaruni"
303996,"GY-DE","DE","Demerara-Mahaica","SA","GY","https://en.wikipedia.org/wiki/Demerara-Mahaica","Airports in Demerara-Mahaica"
303997,"GY-EB","EB","East Berbice-Corentyne","SA","GY","https://en.wikipedia.org/wiki/East_Berbice-Corentyne","Airports in East Berbice-Corentyne"
303998,"GY-ES","ES","Essequibo Islands-West Demerara","SA","GY","https://en.wikipedia.org/wiki/Essequibo_Islands-West_Demerara","Airports in Essequibo Islands-West Demerara"
303999,"GY-MA","MA","Mahaica-Berbice","SA","GY","https://en.wikipedia.org/wiki/Mahaica-Berbice","Airports in Mahaica-Berbice"
304000,"GY-PM","PM","Pomeroon-Supenaam","SA","GY","https://en.wikipedia.org/wiki/Pomeroon-Supenaam","Airports in Pomeroon-Supenaam"
304001,"GY-PT","PT","Potaro-Siparuni","SA","GY","https://en.wikipedia.org/wiki/Potaro-Siparuni","Airports in Potaro-Siparuni"
304002,"GY-U-A","U-A","(unassigned)","SA","GY",,"Airports in (unassigned)"
304003,"GY-UD","UD","Upper Demerara-Berbice","SA","GY","https://en.wikipedia.org/wiki/Upper_Demerara-Berbice","Airports in Upper Demerara-Berbice"
304004,"GY-UT","UT","Upper Takutu-Upper Essequibo","SA","GY","https://en.wikipedia.org/wiki/Upper_Takutu-Upper_Essequibo","Airports in Upper Takutu-Upper Essequibo"
504837,"HK-HK","HK","Hong Kong Island","AS","HK","https://en.wikipedia.org/wiki/Hong_Kong_Island",
504839,"HK-KLN","KLN","Kowloon","AS","HK","https://en.wikipedia.org/wiki/Kowloon",
504838,"HK-NT","NT","New Territories","AS","HK","https://en.wikipedia.org/wiki/New_Territories",
304005,"HK-U-A","U-A","(unassigned)","AS","HK",,"Airports in (unassigned)"
576575,"HM-U-A","U-A","(unassigned)","OC","HM",,"Airports in (unassigned)"
304006,"HN-AT","AT","Atlántida Department","NA","HN","https://en.wikipedia.org/wiki/Atl%C3%A1ntida_Department","Airports in Atlántida Department"
304007,"HN-CH","CH","Choluteca Department","NA","HN","https://en.wikipedia.org/wiki/Choluteca_Department","Airports in Choluteca Department"
304008,"HN-CL","CL","Colón Department","NA","HN","https://en.wikipedia.org/wiki/Col%C3%B3n_Department_(Honduras)","Airports in Colón Department"
304009,"HN-CM","CM","Comayagua Department","NA","HN","https://en.wikipedia.org/wiki/Comayagua_Department","Airports in Comayagua Department"
304010,"HN-CP","CP","Copán Department","NA","HN","https://en.wikipedia.org/wiki/Cop%C3%A1n_Department","Airports in Copán Department"
304011,"HN-CR","CR","Cortés Department","NA","HN","https://en.wikipedia.org/wiki/Cort%C3%A9s_Department","Airports in Cortés Department"
304012,"HN-EP","EP","El Paraíso Department","NA","HN","https://en.wikipedia.org/wiki/El_Para%C3%ADso_Department","Airports in El Paraíso Department"
304013,"HN-FM","FM","Francisco Morazán Department","NA","HN","https://en.wikipedia.org/wiki/Francisco_Moraz%C3%A1n_Department","Airports in Francisco Morazán Department"
304014,"HN-GD","GD","Gracias a Dios Department","NA","HN","https://en.wikipedia.org/wiki/Gracias_a_Dios_Department","Airports in Gracias a Dios Department"
304015,"HN-IB","IB","Islas de la Bahía Department","NA","HN","https://en.wikipedia.org/wiki/Bay_Islands_Department","Airports in Islas de la Bahía Department"
304016,"HN-IN","IN","Intibucá Department","NA","HN","https://en.wikipedia.org/wiki/Intibuc%C3%A1_Department","Airports in Intibucá Department"
304017,"HN-LE","LE","Lempira Department","NA","HN","https://en.wikipedia.org/wiki/Lempira_Department","Airports in Lempira Department"
304018,"HN-LP","LP","La Paz Department","NA","HN","https://en.wikipedia.org/wiki/La_Paz_Department_(Honduras)","Airports in La Paz Department"
304019,"HN-OC","OC","Ocotepeque Department","NA","HN","https://en.wikipedia.org/wiki/Ocotepeque_Department","Airports in Ocotepeque Department"
304020,"HN-OL","OL","Olancho Department","NA","HN","https://en.wikipedia.org/wiki/Olancho_Department","Airports in Olancho Department"
304021,"HN-SB","SB","Santa Bárbara Department","NA","HN","https://en.wikipedia.org/wiki/Santa_B%C3%A1rbara_Department,_Honduras","Airports in Santa Bárbara Department"
304022,"HN-U-A","U-A","(unassigned)","NA","HN",,"Airports in (unassigned)"
304023,"HN-VA","VA","Valle Department","NA","HN","https://en.wikipedia.org/wiki/Valle_Department","Airports in Valle Department"
304024,"HN-YO","YO","Yoro Department","NA","HN","https://en.wikipedia.org/wiki/Yoro_Department","Airports in Yoro Department"
304025,"HR-01",01,"Zagreb County","EU","HR","https://en.wikipedia.org/wiki/Zagreb_County","Airports in Zagreb County"
304026,"HR-02",02,"Krapina-Zagorje County","EU","HR","https://en.wikipedia.org/wiki/Krapina-Zagorje_County","Airports in Krapina-Zagorje County"
304027,"HR-03",03,"Sisak-Moslavina County","EU","HR","https://en.wikipedia.org/wiki/Sisak-Moslavina_County","Airports in Sisak-Moslavina County"
