"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
604404,82974,44571,"NGFU","2026-02-01 19:34:40","I_Am_So_Handsome","First comment.","This is the only international airport in the world that does not have its runway lit. The airport is closed at night and is used by island residents to host festivals, etc. It only has flights to Fiji operated by Fiji Airways about three or four times a week. Hence, I've decided to change it back to a medium airport because it does not really function as a major hub."
604403,82973,30654,"HSAT","2026-02-01 19:22:33","I_Am_So_Handsome","First comment.","This is one of the very few airports in Sudan that are well-paved and lit. It is incredible."
604401,82972,548284,"ZSJG","2026-02-01 17:45:10","I_Am_So_Handsome","First comment.","Jining's new airport, opened in November 2023, replaced the old Jining Qufu Airport. Check the satellite image on Google Maps, maps.app.goo.gl/DofDfVEwgBHnabvRA , the airport was already completed in 2022, but the satellite image here hasn't been renewed yet."
604400,82971,300515,"CN-0446","2026-02-01 17:36:31","I_Am_So_Handsome","First comment.","Closed in Nov 2023, all operations have been moved to the new Jining Da'an Airport."
604399,82970,312665,"FNBJ","2026-02-01 13:46:44","I_Am_So_Handsome","re: First comment.","Reply to @I_Am_So_Handsome: 
Additionally, there's another airport in Pointe Noire, DRC, called Antonio-Agostinho-Neto International Airport, named after the same person. Don't mix them up."
604398,82970,312665,"FNBJ","2026-02-01 13:37:06","I_Am_So_Handsome","First comment.","A super new airport that officially opened in Nov 2023(started international flights in October 2025). The old airport's flights will gradually transfer to this airport."
604381,82969,17164,"E55","2026-01-31 13:13:34","wolfgangx","Woods","This flight is really in the forest! Some tall trees all around"
604380,82968,21114,"KSTS","2026-01-31 13:12:23","wolfgangx","Mustang","Had a p51 chase me in the pattern. Cool to see that plane fly!"
604379,1735,10699,"3O8","2026-01-31 12:56:27","wolfgangx","re: Beef","Reply to @pilotal: probably because of the massive facility north of the airport. You can smell it from 3000ft AGL!"
604377,82967,3788,"KPRB","2026-01-31 12:54:42","wolfgangx","Can be busy","When I landed on a Friday afternoon this place was super busy. 5 planes in the pattern for 31, one for 19 and a jet on approach for 31!"
604369,82966,604368,"DM-0001","2026-01-31 01:06:20","I_Am_So_Handsome","First comment.","The airport is almost completed and is expected to be fully done in 2027. It will replace Douglas Charles Airport immediately after opening. The airport will feature a 3000 m runway."
604367,583,28112,"HK-0099","2026-01-30 19:56:52","I_Am_So_Handsome","re: Closed in 1998","Reply to @david: 
Yeah I really miss those cool approach old airports... But at least it's still in Microsoft Flight Sim."
604365,82965,31618,"HSDL","2026-01-30 19:32:00","I_Am_So_Handsome","First comment.","There are trees growing on the runway."
604363,82964,5293,"ORKK","2026-01-30 18:19:25","I_Am_So_Handsome","Renew the comments","Officially opened for commercial use in 2022."
604351,82963,27234,"ZWSH","2026-01-29 23:58:30","I_Am_So_Handsome","First comment.","Over 3.3 million passengers served in 2023, although Kashgar is a small city, it has a strategic location."
604350,82962,6470,"UA-9863","2026-01-29 23:54:22","I_Am_So_Handsome","First comment.","Severely damaged during the war in Donbas in 2014. Permanently closed in the same year. A project for a new airport has been unveiled by the Russian authorities and is expected to be completed by 2028."
604349,82961,44006,"LV-8040","2026-01-29 23:45:12","I_Am_So_Handsome","Renew the comments","Currently unoperatable. In 2021, the municipality voted to terminate the activities of the Airport ."
604348,82960,301881,"EDDB","2026-01-29 18:44:12","I_Am_So_Handsome","Renew the comments","A poorly rated airport, mainly due to its chaotic 14-year construction, with over 120,000 technical defects, poor design, a non-functional fire safety system, long waiting lines, and dozens of other problems."
604347,82959,26596,"VNKT","2026-01-29 17:04:46","I_Am_So_Handsome","Renew the comments","Two flights crashed while approaching this airport, both because of controlled flight into terrain in 1992. This was one of the reasons why the Nepali Government decided to build a new airport, called Nijgadh International Airport. However, the airport was planned since 1992, but 34 years later, the airport had never started to be built."
604346,82958,342097,"NP-0003","2026-01-29 16:35:55","I_Am_So_Handsome","Renew the comments","Super new, superior to the poor Tribhuvan International Airport."
604344,82957,3093,"GEML","2026-01-29 15:18:31","I_Am_So_Handsome","First comment.","Located geographically in Africa, but politically in Europe."
604343,82956,4019,"LEMD","2026-01-29 15:15:29","I_Am_So_Handsome","Renew the comments","All the airports in Spain are marked as located in Africa. Hope the devs can fix the bug."
604342,82955,4251,"LGAV","2026-01-29 15:12:50","I_Am_So_Handsome","Renew the comments","All the airports in Greece are marked as in Asia. Hope they can change this bug."
604341,82502,4528,"LTBA","2026-01-29 15:05:19","I_Am_So_Handsome","re: (no subject)","Reply to @david: 
Still cargo and private jet services."
604340,82632,317457,"LTFM","2026-01-29 13:04:35","I_Am_So_Handsome","re: Istanbul Airport Incorrect Continent","Reply to @Hammy: No, Istanbul Airport is located in the European Part of Turkey, unlike Sabiha Gokcen Airport, which is located on the Asian side."
604332,82954,3709,"KMSP","2026-01-29 02:13:02","I_Am_So_Handsome","Renew the comments","Ranked as the best airport in the United States."
604328,82953,31055,"FAOR","2026-01-28 19:49:39","I_Am_So_Handsome","Renew the comments","The airport website provided here is not the official one. However, it is way better than the true official website, which is at www.airports.co.za/airports/or-tambo-international-airport .
Another notable unofficial website is www.ortambointernationalairport.co.za/."
604327,82952,3237,"HRYR","2026-01-28 19:29:31","I_Am_So_Handsome","First comment.","One of the highest-rated airports in Africa."
604325,82951,3618,"KJAC","2026-01-28 19:09:47","I_Am_So_Handsome","First comment.","Busiest airport in Wyoming."
604322,82950,343066,"US-3629","2026-01-28 18:57:01","I_Am_So_Handsome","First comment.","This is where the largest balloon festival in the world, Albuquerque International Balloon Fiesta takes place."
604321,82949,26466,"VCCC","2026-01-28 18:51:01","I_Am_So_Handsome","First comment.","Was Colombo's first international airport, now still serves a vital role in Colombo."
604289,82947,5974,"SBSP","2026-01-27 22:56:01","I_Am_So_Handsome","Renew the comments","Extremely busy domestic airport, the second busiest in Brazil."
604279,82946,5956,"SBPK","2026-01-27 19:14:10","I_Am_So_Handsome","First comment.","According to the newest Google satellite image, the headings of the main runway have changed from 06/24 to 07/25."
604265,82945,6483,"UKLR","2026-01-27 03:00:53","I_Am_So_Handsome","Renew the comments","There are no regular scheduled services at the airport due to the ongoing closure of the Ukrainian airspace, currently."
604263,82944,6464,"UIBB","2026-01-26 20:03:48","I_Am_So_Handsome","First comment.","Designated as international, currently does ot have international flights. It has domestic flights to Moscow, Novosibirsk and Irkutsk."
604260,82943,27239,"ZYJM","2026-01-26 18:50:27","I_Am_So_Handsome","First comment.","From January 2026, the name of the airport has officially changed from Jiamusi Dongjiao Airport to Jiamusi Songjiang International Airport.
It has one international flight to Khabarovsk."
604259,82942,3463,"KCOS","2026-01-26 18:22:03","I_Am_So_Handsome","First comment.","This is a huge domestic airport."
604233,82941,29899,"EBTN","2026-01-25 13:59:26","fruit-storm-wrench","(no subject)","Aerodrome website/pilot info/airclub website is www.dewouw.net"
604232,82940,2165,"EBST","2026-01-25 13:57:20","fruit-storm-wrench","Incorrect website links","The currently indicated website www.ebst.aero/ is not functioning, as well as the Pilot info URL www.aero-hesbaye.be/brustem.htm
The correct URL is droneport.eu and specifically for pilot information it should be droneport.eu/aerodrome-info/ (and even more specifically droneport.eu/aerodrome-handbook , PDF file)"
604211,82939,2127,"DRZA","2026-01-24 18:18:34","I_Am_So_Handsome","Renew the comments","The airport currently has no airline service. Historically, it had flights to Libya."
604196,82938,19924,"KGAS","2026-01-24 03:30:48","Heartfrog","Wonderful Town","Been to Point Pleasant and stayed in Gallipolis. The riverboats passing by were very cool and I recommend coming here if you're ever in the area!"
604193,82937,2330,"EFMA","2026-01-23 22:09:59","I_Am_So_Handsome","First comment.","The only airport in the Åland Islands."
604184,82936,3432,"KBUR","2026-01-23 15:14:45","I_Am_So_Handsome","Renew the comments","Really busy domestic airport, very frequent airline service, a major airport in Los Angeles."
604173,17965,2880,"FJDG","2026-01-23 05:24:02","I_Am_So_Handsome","re: Famous place!","The information above is not true."
604172,82935,354058,"UG-0013","2026-01-23 05:03:41","I_Am_So_Handsome","First comment.","Construction already completed, will be handed over to the government in March."
604171,82934,6441,"UBBG","2026-01-23 04:47:23","I_Am_So_Handsome","First comment.","Second biggest airport in Azerbaijan."
604163,82933,66,"AYNZ","2026-01-22 20:16:50","I_Am_So_Handsome","Renew the comments","Designated as International, located in Papua New Guinea's second largest city, officially became international in 2023.
Was redeveloped by JICA, way newer than before."
604161,82932,308995,"VQGP","2026-01-22 15:40:39","I_Am_So_Handsome","First comment.","Extremely cool and beautiful terminal building and decorations in the upgrade plan. It is planned to be Bhutan's second international airport, with a runway planned to expand it to 3000 m.
If it has a cool landing like Paro or Paro has a beautiful terminal building like Gelephu, it will be perfect.
The Bhutanese wood carving in the planning photo is so cool.
arquitecturaviva.com/works/aeropuerto-internacional-de-gelephu
Here's what it will look like. It will open in 2029."
604160,82931,5242,"OOMS","2026-01-22 15:20:18","I_Am_So_Handsome","Renew the comments","It's incredible that this 97-year-old airport is so highly rated and efficient."
604159,82930,5244,"OOSA","2026-01-22 15:14:36","I_Am_So_Handsome","Renew the comments","The secondary airport of Oman after Muscat International."
604158,82929,299742,"OOSH","2026-01-22 15:10:05","I_Am_So_Handsome","Renew the comments","The English translation of the city officially changed to Suhar in late 2016."
604157,17840,2908,"FMMI","2026-01-22 14:56:26","I_Am_So_Handsome","re: Lost Property","I don't know, but have you found it?"
604149,82928,507237,"AU-0539","2026-01-22 06:22:26","Verifly","Tour","A video of a tour of the newly completed terminals is available at news.com.au. Great looking facilities."
604147,82927,507245,"AU-0541","2026-01-22 06:20:09","Verifly","Fleurs Aerodrome","Former RAAF airstrip used during World War II. The site of the former landing strip has been intersected by a new highway for Western Sydney International Airport, which is also the same case with the nearby Kennetts Airfield."
604146,82904,604050,"US-12878","2026-01-22 06:14:14","Verifly","re: Fc","Reply to @ReefShore316: I couldn’t find any record of such airport named ""Lykes Mass Romor Airport."" The location also points to a private road with no clear indications of two grass airstrips. Are you sure an airport of such name exists?"
604114,82926,4547,"LTBY","2026-01-21 17:17:36","I_Am_So_Handsome","Renew the comments","Within a university campus. Most international travelers go to Istanbul Airport by taking the high-speed train."
604113,82925,4556,"LTCJ","2026-01-21 17:06:40","I_Am_So_Handsome","First comment.","The airport and city are named after the famous character, Batman.
Just kidding."
604103,82924,29130,"EGEP","2026-01-21 03:58:20","I_Am_So_Handsome","First comment.","Has the shortest commercial flight to Papa Westray Airport.

Takes only 53 seconds."
604102,82923,29134,"EGEW","2026-01-21 03:57:20","I_Am_So_Handsome","First comment.","Has the shortest commercial flight to Papa Westray Airport.
Takes only 53 seconds."
604101,82922,29173,"EGPR","2026-01-21 03:55:42","I_Am_So_Handsome","Renew the comments","The only airport that lands on a beach. It has only one flight to Glasgow."
604098,82921,3894,"KSNA","2026-01-21 01:59:56","I_Am_So_Handsome","Renew the comments","Despite the super short runways, it's Passengers per year is still over 10 million, incredibly busy.
I agree with @Bill35 's edit.
This might be the smallest airport that handles over 10 million passengers per year."
604097,82920,3203,"HHMS","2026-01-21 01:43:16","I_Am_So_Handsome","First comment.","The airport currently does not have any commercial flights."
604095,82919,516986,"YE-0012","2026-01-21 01:36:14","I_Am_So_Handsome","First comment.","The airport is open and functional. Yemenia Airways inaugurated the first commercial flight in November 2025, with plans to announce a full flight schedule soon.

The weird thing is, the airport doesn't have a Wikipedia article about it."
604093,82918,5321,"OYTZ","2026-01-21 01:26:37","I_Am_So_Handsome","First comment.","The airport currently has no scheduled commercial flights due to the ongoing regional conflict in Yemen. All routes were suspended by Yemenia Airways in 2015."
604092,82917,5315,"OYGD","2026-01-21 01:23:08","I_Am_So_Handsome","First comment.","Although it has international status, the airport currently does not have any international flights."
604091,82916,5318,"OYSN","2026-01-21 01:07:05","I_Am_So_Handsome","Renew the comments","Although the conflict caused the flights to reduce significantly, Sanaa Airport is still a large airport."
604089,82915,315119,"YBWW","2026-01-20 22:32:29","I_Am_So_Handsome","First comment.","Designated as international, handles international cargo flights."
604086,82914,4512,"LTAF","2026-01-20 19:50:32","I_Am_So_Handsome","First comment.","It was the main airport of Adana until 2024, it was replaced by Çukurova International Airport.
It is still a huge general aviation airport though."
604085,82913,4528,"LTBA","2026-01-20 19:48:27","I_Am_So_Handsome","Renew the comments","Although no longer passenger services but it is still a massive cargo & general aviation airport."
604068,82912,300320,"OMDW","2026-01-20 04:02:15","I_Am_So_Handsome","Renew the comments","It is planned to be the world's largest airport and will be able to handle 265 million passengers yearly. It will eventually replace Dubai International Airport."
604064,82911,342100,"VN-0018","2026-01-20 01:40:37","I_Am_So_Handsome","First comment.","A new gateway for Southern Vietnam, designed to relieve pressure on Tan Son Nhat International Airport."
604063,82910,597786,"IN-0392","2026-01-20 01:35:29","I_Am_So_Handsome","First comment.","Planning to have 6 runways. Will be open very soon."
604061,82909,5264,"OPMT","2026-01-19 23:28:23","I_Am_So_Handsome","Renew the comments","This is the fourth busiest airport in Pakistan in 2025."
604059,82908,31575,"OPKD","2026-01-19 23:12:45","I_Am_So_Handsome","First comment.","Closed from 2013."
604058,82907,601075,"PK-0092","2026-01-19 23:09:07","I_Am_So_Handsome","First comment.","Currently not open for commercial use. Still seeking financial clearance."
604056,82906,342092,"OPGD","2026-01-19 22:55:17","I_Am_So_Handsome","First comment.","This is the largest airport in Pakistan by area."
604054,82873,603455,"US-12862","2026-01-19 19:59:32","ReefShore316","re: First comment","Reply to @ReefShore316: In such note, I haven’t known if Charlie cleared out the trees. Since this is private."
604052,82905,350040,"US-5844","2026-01-19 19:19:21","ReefShore316","Brief History","Miami Municipal Airport (demolished) Improvements - Miami FL ...Miami Municipal Airport (later Amelia Earhart Field) was Miami's first major airport, built on Glenn Curtiss-donated land, opening in 1929 as a vital hub for airlines like Pan Am and Eastern, famously housing Amelia Earhart's plane before her 1937 global flight; it thrived until the Navy took over in WWII, eventually closing in the 1950s, with its site now mostly developed, leaving only historical memories of its pivotal role in early aviation. 
Key Stages:
Origins (Early 1900s - 1928): Aviation pioneer Glenn Curtiss donated land, leading to the construction of the field, initially known as Glenn Curtiss Field.
Miami Municipal Airport (1929-1940s): Became the official Miami Municipal Airport in 1929, hosting major airlines (Eastern, National, Pan Am) and events like the All-American Air Maneuvers.
Amelia Earhart Connection (1937): The field gained fame as the departure point for Amelia Earhart's final, ill-fated world flight attempt, with her Lockheed Electra based there.
WWII & Closure (1942-1950s): The U.S. Navy took over the facility during World War II, and after the war, it was officially closed in the late 1940s/early 1950s, making way for Miami's new, larger International Airport.
Renaming & Legacy (1947): The airport was renamed Amelia Earhart Field in her honor in 1947, though no physical structures remain today, its history lives on."
604051,82904,604050,"US-12878","2026-01-19 19:15:32","ReefShore316","Fc","Lykes Mass Romor Airport is a Private Airfield facillity owned by Madison Leafrunner. The Airfield has Two Runways which were both grass. This new airport established in 2023 was designed for Madison’s Piper Cherokee and Cessna 206."
604041,82903,342094,"VOGA","2026-01-19 03:59:06","I_Am_So_Handsome","First comment.","This airport is rated as the cleanest airport in India in 2025. I checked the images, indeed pretty clean, even better than JFK and LAX."
604036,82902,6510,"UOOO","2026-01-18 18:52:53","I_Am_So_Handsome","First comment.","The airport serves the northernmost city in the world.
Since it is capable of handling wide-body jets, it is a diversion airport on Polar route 1."
604027,82901,5599,"RJOR","2026-01-18 03:54:07","I_Am_So_Handsome","First comment.","The airport was renamed in 2015 after the famous Japanese Anime Detective Conan(my favourite by the way), because the author was born in the region. The airport is full of Detective Conan-related decorations, which is really cool."
604025,82900,26588,"VLVT","2026-01-18 03:06:04","I_Am_So_Handsome","First comment.","Laos' biggest airport."
604023,82899,27203,"ZKPY","2026-01-18 03:00:28","I_Am_So_Handsome","???","Who the hell changed the facility type to medium again"
604022,82898,5448,"PHKO","2026-01-18 02:57:09","I_Am_So_Handsome","First comment.","This airport is bigger than Hilo Airport, serving as the main international gateway to the Big Island."
604020,82897,5908,"SBGO","2026-01-17 22:59:06","I_Am_So_Handsome","First comment.","Unfortunately, the highway BR-153 east of the runway is limiting the expansion potential."
604019,82896,5910,"SBGR","2026-01-17 22:51:14","I_Am_So_Handsome","Renew the comments","The airport is currently seeking expansion.
Only 2 runways makes it can only handle 45 operations per hour.
Take YYZ as an example, they have almost the same passenger volume every year(GRU is slightly more than YYZ), but YYZ has 5 runways.
Unfortunately, the airport is now surrounded by the rapidly growing metro area, and it is getting harder to expand."
604018,133,5910,"SBGR","2026-01-17 22:44:31","I_Am_So_Handsome","re: Future congestion?","Reply to @david: 
2026 here, they didn't."
604017,82895,5891,"SBCT","2026-01-17 22:33:50","I_Am_So_Handsome","First comment.","The airport is adding a new 3000 m parallel runway that will be completed by late 2026."
604013,82894,6055,"SEGS","2026-01-17 18:36:41","I_Am_So_Handsome","Renew the comments","Galapagos is beautiful"
604012,3022,6055,"SEGS","2026-01-17 18:36:22","I_Am_So_Handsome","re: Airport","Enviable"
604011,82893,2877,"FHAW","2026-01-17 18:20:17","I_Am_So_Handsome","Renew the comments","Although this is a military airfield, the airport still has a monthly commercial flight to St Helena Island and to Johannesburg."
604007,82892,604006,"AU-0796","2026-01-17 14:47:36","Verifly","Nackeroo Airfield","In 2007, Nackeroo Airfield was built in a record 16 days, with a dirt surface runway measuring 1,200 meters long and 45 meters wide made available for the C-130. This was built as part of the Joint Rapid Airfield Construction Project, hence its construction speed. In 2024, a sealed runway and apron was built, providing C-17 and V-22 aircraft for a place to park. It is used for joint-military exercises with the U.S."
604005,82873,603455,"US-12862","2026-01-17 14:32:28","Verifly","re: First comment","Reply to @ReefShore316: Such for a private stol facility. Are you sure Charlie J. Smith cleared out the trees—or flattened the hill yet because of the slope?"
604004,82879,26695,"VVCT","2026-01-17 14:24:51","Verifly","re: Renew the comments","Reply to @I_Am_So_Handsome: Thanks for renewing the comments. Refreshes activity here."
604003,82891,3599,"KHVN","2026-01-17 13:09:22","I_Am_So_Handsome","Renew the comments","A huge passenger volume despite the short runway, impressive."
604002,82890,3444,"KCEF","2026-01-17 13:05:52","I_Am_So_Handsome","First comment.","Although the facility type is large, this airport currently doesn't have any scheduled flights."
603995,82889,299238,"RJNS","2026-01-17 04:31:50","I_Am_So_Handsome","First comment.","If you zoom in on the satellite image, you can see the name Shizuoka nearby the airport runway."
603994,82888,20564,"KMTH","2026-01-17 04:27:05","I_Am_So_Handsome","Renew the comments","Although the name is ""International Airport"", this airport currently does not have any scheduled airline service."
603992,82887,4975,"NLWW","2026-01-17 01:52:29","I_Am_So_Handsome","First comment.","This is the only international airport in Wallis and Futuna.
In 2015, the airport was blockaded by locals as part of a land dispute."
603989,82886,27175,"YWLM","2026-01-16 22:39:23","I_Am_So_Handsome","Renew the comments","This airport is gonna have flights to Singapore, starting in March 2026."
603988,82885,602482,"US-12818","2026-01-16 22:12:42","ReefShore316","First Comment","MSBB is a private Seaplane base on Marathon florida. It was owned by Jamie rash which also owned Cove dusters Field. The largest plane seen here was a Twin otter that flew to Flying bone fish many times. James Keyback says.. “ I’ve wanted to fish for macarellas so i pulled up to this marina and i was suprised to see a Cessna 172 Seaplane on the Dock” There are two runways 1-19 2362 ft and 8-26 1297 ft and both intersect in a L shape."
603986,82884,5197,"OISS","2026-01-16 18:58:23","I_Am_So_Handsome","First comment.","This is the largest airport in Southern Iran."
603984,82883,114,"BGGH","2026-01-16 17:58:10","I_Am_So_Handsome","First comment.","New 2200 m runway, but still not shown in the satellite image. I wonder when it will."
603983,82882,31694,"BGJN","2026-01-16 17:57:06","I_Am_So_Handsome","Runway under expansion","It is undergoing expansion with a new 2,200 m runway due to open in late 2026 to receive direct international flights."
603982,82881,1806,"CYLT","2026-01-16 17:52:11","I_Am_So_Handsome","Renew the comments","This is the northernmost permanent airport that serves the northernmost permanently inhabited place on Earth."
603980,82880,429724,"GL-0012","2026-01-16 17:44:53","I_Am_So_Handsome","First comment.","Will replace Narsarsuaq International Airport and Qaqortoq Heliport in April 2026.
Will have a 1500 m runway, shorter than Narsarsuaq's."
603957,82879,26695,"VVCT","2026-01-16 04:32:50","I_Am_So_Handsome","Renew the comments","Just to renew the comments."
603956,82878,26475,"VDPP","2026-01-16 04:15:11","I_Am_So_Handsome","Renew the comments","Although this airport ceased all flights permanently on September 8, 2025, it is still preserved for military and private jet use for its historical significance. Hence, we are still keeping it ""large_airport"" and not closed."
603955,82877,6437,"UATG","2026-01-16 03:53:28","I_Am_So_Handsome","First comment.","This is the lowest international commercial airport in the world at 22 m (72 ft) below sea level."
603953,82876,5311,"OYAA","2026-01-16 03:18:25","I_Am_So_Handsome","Renew the comments","This is the oldest airport in the Arabian Peninsula."
603951,82875,4959,"NFFN","2026-01-16 00:57:45","I_Am_So_Handsome","Renew the comments","This airport is divided into two sections: one international only, and one domestic only."
603950,82874,21014,"KS67","2026-01-16 00:53:44","gstark","(no subject)","shows up as ks67 in csv file, not as KMAN"
603948,82873,603455,"US-12862","2026-01-16 00:25:14","ReefShore316","First comment","Jaimes Field Was a private Stol aviation facility used and operated by Charlie J. Smith. The airport had just started operation in november 2025 after Smith found out that he could make his own backyard Strip for his stol plane. He loved to bush fly in his home base Nanwalek airport but he wanted his own Field and his dream came true. Notice the big divides plano in the back of the runway, Charlie just says “I don’t wanna move it my plane can land perfectly.”"
603947,82872,6296,"SVLO","2026-01-15 20:46:13","I_Am_So_Handsome","First comment.","This airport has an insanely long runway for large military aircraft.
Maybe it should be called an airstrip instead of an airport."
603946,82871,116,"BGTL","2026-01-15 20:28:03","I_Am_So_Handsome","Renew the comments","This airport has seasonal commercial flights to Copenhagen, and its 3047 m long runway makes it international.
To ensure the image quality, I had to zoom out slightly so that it wouldn't be too blurry.
Technically, this airport is not only a US space base, but it also has commercial flights.
Fun fact: This airport has the longest runway in all of Greenland.
I wonder this airport is whose homebase in our members."
603945,82870,30839,"BGCO","2026-01-15 20:18:32","I_Am_So_Handsome","First comment.","This airport has international flights to Akureyri and Reykjavik Domestic Airport operated by Norlandair.
(This also makes Reykjavik Domestic Airport international too)"
603944,82869,31694,"BGJN","2026-01-15 19:48:37","I_Am_So_Handsome","First comment.","This airport offers a seasonal international flight to Keflavik International Airport in Iceland, which classifies the airport as international."
603943,82868,603940,"US-12867","2026-01-15 19:40:09","ReefShore316","(no subject)","nice little seaplane tour spot"
603942,82867,603941,"US-12868","2026-01-15 19:39:13","ReefShore316","First Comment","The Miami Skyline Water Runway Was a Seaplane base located in Virginia key, Florida. The base even had a concrete runway, had Seaplane tours, and Seaplane Air shows, which they stopped doing in 2024. Seaplane operations started in 2017 and Concrete Runway operations started in 2019. Cousin says, “I’ve been here, I’ve saw a few caravan and 185 skywagon Seaplanes, I also saw a twin otter.”"
603935,82866,6185,"SLOR","2026-01-15 15:27:28","I_Am_So_Handsome","First comment.","Its facility type is classified as a large airport due to its 4000 m runway, but the airport itself currently does not handle international flights, although it has high future potential."
603934,82865,6189,"SLSU","2026-01-15 15:24:33","I_Am_So_Handsome","First comment.","This airport was Sucre's main international airport for 41 years until 2016, when it was replaced by the new Alcantarí International Airport and turned into an air force base."
603931,82864,6184,"SLLP","2026-01-15 15:16:06","I_Am_So_Handsome","Renew the comments","This is the world's highest international airport."
603930,82863,603929,"ZA-0354","2026-01-15 14:27:43","I_Am_So_Handsome","First comment.","This is a private airfield. I don't think anybody will see this comment."
603872,82861,4612,"LYNI","2026-01-15 00:16:55","I_Am_So_Handsome","Renew the comments","This is the second busiest international airport in Serbia."
603851,82860,6361,"TDCF","2026-01-14 20:01:23","I_Am_So_Handsome","First comment.","The runway is so short but it is international..."
603848,82859,32245,"TNCS","2026-01-14 19:54:11","I_Am_So_Handsome","Renew the comments","This runway is soooo cool."
603768,82858,331941,"ES-0263","2026-01-14 10:38:46","Flightsm","Good airfield","Aeródromo operativo como Ad eventual, actualmente usado bajo autorización."
603738,82857,520012,"MMTL","2026-01-13 18:33:13","I_Am_So_Handsome","First comment.","This airport just began commercial service in December 2023. In the satellite image, there is nothing, meaning that it was taken before the construction even started, which is in 2022.
Hope they can renew it."
603719,82856,316013,"GB-0194","2026-01-13 12:24:34","QUIK-R-912S","General Enquiry.","Hi.
Does anyone have any information on this airfield, is it still in operation? contact details etc.
Thanks.
Carl."
603666,82855,507237,"AU-0539","2026-01-12 21:27:32","I_Am_So_Handsome","First comment.","Stage 1, opening in 2026, is expected to be able to handle a capacity of up to 10 million annual passengers. Demand for the airport is expected to reach 37 million annual passengers by 2050, which would then require a second parallel runway. The airport is then expected to reach its ultimate capacity of 82 million annual passengers by 2063.

To handle the future growth and capacity, future stages of the airport are expected to include:

Expansion of the terminal building or additional terminals
Second parallel runway (05R/23L) at the southern side of the airport precinct, to be located approximately 1,900 metres (6,200 ft) from the first runway (05L/23R)"
603665,82854,26434,"VABB","2026-01-12 21:20:09","I_Am_So_Handsome","Renew the comments","It seems absurd that a city with a population of 23 million only has one operational runway at its sole airport.
But now that Navi Mumbai International Airport is open, making it less stressful for BOM."
603664,82853,342093,"IN-0276","2026-01-12 21:16:11","I_Am_So_Handsome","First comment.","Navi Mumbai International Airport is open and began commercial operations on December 25, 2025, with full functionality expected by February 2026."
603662,82852,300858,"ZYCH","2026-01-12 20:44:01","I_Am_So_Handsome","First comment.","This airport has one daily flight to the nearby international airport, Dalian Zhoushuizi International Airport."
603649,82851,3868,"KSBN","2026-01-12 15:12:06","I_Am_So_Handsome","Taxiway Bravo Project","A major five-year project improved safety and flow by realigning Taxiway Bravo and expanding the terminal ramp, allowing mainline aircraft to use more gates."
603569,82850,1926,"CYTZ","2026-01-12 01:51:54","I_Am_So_Handsome","Renew the comments","This small airport had a shocking 2.1 million passengers in 2024, despite having two extremely short runways."
603565,82849,603564,"US-12865","2026-01-12 00:17:29","ReefShore316","(no subject)","Julian has bought the runway"
603560,82848,603558,"US-12864","2026-01-11 23:25:34","ReefShore316","About the airport","Sunstate Airstrip was a General aviation facility operated between the 70s to 90s. The airport included a car dealership, a Flight school, and a aircraft selling spot. Closed due to Building overrunning the running the runway."
603501,82847,5598,"RJOO","2026-01-11 02:51:06","I_Am_So_Handsome","First comment.","Although its international flights are all replaced by Kansai International Airport, it still handles a massive amount of domestic passengers every year.
Additionally, its facility type is still classified as ""Large Airport""."
603498,82846,27217,"ZSFZ","2026-01-11 01:45:13","I_Am_So_Handsome","re: First comment.","Reply to @I_Am_So_Handsome: 
And a new terminal."
603497,82846,27217,"ZSFZ","2026-01-11 01:44:49","I_Am_So_Handsome","First comment.","A new 3600 by 60 m runway is under construction."
603495,82845,27236,"ZWWW","2026-01-11 01:22:56","I_Am_So_Handsome","First comment.","Incredibly big."
603493,82844,309579,"VCRI","2026-01-10 21:44:34","I_Am_So_Handsome","Renew the comments","This is the emptiest international airport in the world, with only 25767 passengers in 2021. The former president Mahinda Rajapaksa's hometown is located here, and this is considered the main reason why there will be such a large airport with a runway of 3500 metres.
Nevertheless, it still has a lot of international destinations, including cities in Russia, Belarus, Moldova, Poland, Estonia, Lithuania, Bulgaria, and Kazakhstan."
603492,82843,26559,"VIHR","2026-01-10 20:27:51","I_Am_So_Handsome","Renew the comments","This airport just began operations in April 2025."
603491,82842,46512,"IN-0025","2026-01-10 20:21:18","I_Am_So_Handsome","Renew the comments","The projected runway would be 2,500 metres (8,200 ft) long and 45 metres (148 ft) wide, with a 100–150 m-wide set-off area on each side of the runway. The construction would be done in two phases, with a planned third phase. The length of the runway would be 2,250 metres in the first phase, while in the second phase, its length would be increased to 3,125 metres. In the third phase, it is planned to be extended by another 625 metres, thus taking the overall length to 3,750 metres, making the airport capable of handling large aircraft like the Airbus A380."
603490,82841,603487,"PT-0164","2026-01-10 19:14:37","I_Am_So_Handsome","First comment.","This airport is planned to be open in 2034, 8 years later, to replace the current Humberto Delgado Airport, which has only one runway.
Don't reply to this comment until the airport opens. Thank you very much."
603485,82840,26887,"WSSS","2026-01-10 17:35:54","I_Am_So_Handsome","Renew the comments","The third runway, 02R/20L, isn't fully available for commercial use yet. It will be fully available in the late 2020s."
