"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft"
240174,16300,"AR06",2640,50,"TURF",0,0,"10",35.233299255371094,-92.34760284423828,,102.4,,"28",35.2317008972168,-92.33899688720703,,229.9,
266979,16301,"AR07",40,40,"ASPH",0,0,"H1",,,,,,,,,,273.3,
252114,16302,"AR08",800,50,"TURF",0,0,"15",,,,,,"33",,,,,
240173,16303,"AR09",2600,100,"TURF",0,0,"18",36.41749954223633,-94.4385986328125,,183.8,,"36",36.410301208496094,-94.43920135498047,,268,
240179,16304,"AR10",2600,60,"TURF",0,0,"09",34.806800842285156,-91.61270141601562,,91.9,,"27",34.80649948120117,-91.60399627685547,,317,
250839,16305,"AR11",1800,100,"TURF",0,0,"16",,,,,,"34",,,,,
246784,16306,"AR12",2300,110,"TURF",0,0,"09",,,,,,"27",,,,,
255808,16307,"AR13",2000,50,"TURF",0,0,"14",,,,,,"32",,,,,
257236,16308,"AR17",1200,20,"TURF",0,0,"18",,,,,,"36",,,,,
250192,16310,"AR19",1500,50,"TURF",0,0,"01",,,,,,"19",,,,,
266980,16311,"AR20",50,50,"CONC",0,0,"H1",,,,,,,,,,,
266981,16312,"AR21",40,40,"CONC",0,0,"H1",,,,,,,,,,,
250865,16313,"AR22",2500,75,"TURF",0,0,"18",,,,,,"36",,,,,
254886,16314,"AR23",3700,70,"TURF",1,0,"16",,,,,600,"34",,,,358,
266982,16315,"AR24",40,40,"CONC",0,0,"H1",,,,,,,,,,,
254968,16317,"AR27",2100,45,"TURF",0,0,"16",,,,,,"34",,,,,
266983,16319,"AR29",25,25,"CONC",0,0,"H1",,,,,,,,,,,
266984,16320,"AR30",25,25,"CONC",0,0,"H1",,,,,,,,,,,
266985,16321,"AR31",30,30,"ASPH",0,0,"H1",,,,,,,,,,270.6,
266986,16322,"AR32",60,60,"ASPH",0,0,"H1",,,,,,,,,,274.2,
266987,16323,"AR33",150,150,"TURF",0,0,"H1",,,,,,,,,,274.2,
247414,16324,"AR34",2000,100,"TURF",0,0,"E",,,,,,"W",,,,,
257018,16325,"AR35",2000,150,"TURF",0,0,"15",,,,,,"33",,,,,
257019,16325,"AR35",1600,200,"TURF",0,0,"18",,,,,,"36",,,,,
266988,16326,"AR36",60,60,"ASPH",0,0,"H1",,,,,,,,,,359.4,
266989,16327,"AR37",100,100,"CONC",0,0,"H1",,,,,,,,,,,
266990,16329,"AR40",40,40,"CONC",0,0,"H1",,,,,,,,,,,
266991,16330,"AR41",30,30,"CONC-G",0,0,"H1",,,,,,,,,,310.8,
266992,16331,"AR42",96,90,"ASPH",0,0,"H1",,,,,,,,,,195,
251143,16332,"AR43",2300,50,"TURF",0,0,"18",,,,,,"36",,,,,
255553,16333,"AR44",2500,150,"TURF",0,0,"09",,,,,,"27",,,,,
266993,16334,"AR45",40,40,"CONC",0,0,"H1",,,,,,,,,,,
256540,16335,"AR46",2640,90,"TURF",0,0,"18",,,,,225,"36",,,,281.7,
266994,16336,"AR47",31,31,"CONC",0,0,"H1",,,,,,,,,,,
266995,16337,"AR48",40,40,"CONC",0,0,"H1",,,,,,,,,,,
266996,16338,"AR49",45,45,"ASPH",0,0,"H1",,,,,,,,,,273.2,
266997,16340,"AR51",30,30,"CONC",0,0,"H1",,,,,,,,,,,
266999,16342,"AR53",40,40,"CONC",0,0,"H1",,,,,,,,,,,
253944,16344,"AR55",2800,110,"TURF",0,0,"18",,,,,,"36",,,,,
257729,16345,"AR56",2905,100,"TURF",0,0,"N",,,,,,"S",,,,,
267000,16346,"AR59",40,40,"CONC",0,0,"H1",,,,,,,,,,,
267001,16347,"AR60",50,50,"ASPH",0,0,"H1",,,,,,,,,,269.4,
267002,16348,"AR61",40,40,"CONC",0,0,"H1",,,,,,,,,,,
267003,16349,"AR62",27,27,"CONC",1,0,"H1",,,,,,,,,,309.9,130
267004,16349,"AR62",44,44,"CONC-G",1,0,"H2",,,,,,,,,,270,
267005,16349,"AR62",44,44,"CONC-G",1,0,"H3",,,,,,,,,,7,270
267006,16350,"AR63",50,50,"ASPH",0,0,"H1",,,,,,,,,,357.5,
267007,16352,"AR65",70,70,"CONC",0,0,"H1",,,,,,,,,,,
267008,16353,"AR66",30,30,"CONC",0,0,"H1",,,,,,,,,,,
267009,16354,"AR67",300,300,"CONC-TURF",0,0,"H1",,,,,,,,,,232.3,400
267010,16355,"AR68",30,30,"CONC",0,0,"H1",,,,,,,,,,,
267012,16357,"AR70",30,30,"ASPH",0,0,"H1",,,,,,,,,,200,
267013,16358,"AR71",40,40,"CONC",0,0,"H1",,,,,,,,,,,
267015,16359,"AR72",60,60,"CON",0,0,"H1",,,,,,"H1",,,,,
267014,16359,"AR72",60,60,"ASPH",0,0,"H2",,,,,,,,,,289,
323196,16359,"AR72",40,40,"CON",0,0,"H3",,,,,,"H3",,,,,
267016,16360,"AR73",40,40,"CONC",0,0,"H1",,,,,,,,,,,
267017,16361,"AR74",36,36,"CONC",0,0,"H1",,,,,,,,,,,
267018,16362,"AR75",60,60,"ASPH",0,0,"H1",,,,,,,,,,335,
267019,16363,"AR76",40,40,"CONC",0,0,"H1",,,,,,,,,,,
267020,16364,"AR77",40,40,"CONC",0,0,"H1",,,,,,,,,,,
267021,16365,"AR78",40,40,"CONC",0,0,"H1",,,,,,,,,,,
258007,16366,"AR79",3750,150,"CONC-TURF",0,0,"09",,,,,,"27",,,,,
267022,16367,"AR80",42,42,"CONC",0,0,"H1",,,,,,,,,,,
246938,16368,"AR81",2800,60,"TURF",0,0,"03",,,,,,"21",,,,,
255535,16369,"AR82",1700,50,"TURF",0,0,"17",,,,,,"35",,,,,
258127,16370,"AR83",1130,50,"TURF",0,0,"04",,,,,,"22",,,,,
267023,16372,"AR85",40,40,"ASPH",0,0,"H1",,,,,,,,,,222.1,
267024,16374,"AR87",30,30,"CONC",0,0,"H1",,,,,,,,,,,
248893,16375,"AR88",2700,50,"TURF",0,0,"11",,,,,,"29",,,,,
248766,16376,"AR89",2100,100,"TURF",0,0,"02",,,,,,"20",,,,270,300
267025,16377,"AR90",20,20,"TURF",0,0,"H1",,,,,,,,,,223.9,
254833,16378,"AR91",2050,100,"TURF",0,0,"18",,,,,,"36",,,,,
267026,16379,"AR92",145,75,"ASPH",0,0,"H1",,,,,,,,,,313.9,
252408,16380,"AR93",2400,90,"TURF",0,0,"09",,,,,,"27",,,,,
267027,16382,"AR95",40,40,"CONC",0,0,"H1",,,,,,,,,,,
246466,16383,"AR97",2500,60,"TURF",0,0,"18",,,,,,"36",,,,,
598949,598948,"AS04",794,100,"Turf",0,0,"18",,,,,,"36",,,,,
596139,596138,"AS11",2672,80,"Turf",0,0,"11",,,,,,"29",,,,,
598967,598966,"AS91",4082,100,"Turf",0,0,"9",,,,,,"27",,,,,
329313,329312,"AT-0008",50,50,"ASP",1,0,"A14",,,,,,"D32",,,,,
330064,330063,"AT25",3274,,"Snow",0,0,"17",,,,,,"35",,,,,
603873,601314,"AT98",9842,196,"Ice",1,0,"17T",,,,,,"35T",,,,,
298930,38205,"AU-0006",2461,,"GVL",0,0,"04",,,,,,"22",,,,,
298931,38205,"AU-0006",2953,,"GVL",0,0,"13",,,,,,"31",,,,,
298932,38206,"AU-0007",2986,,"GVL",0,0,"04",,,,,,"22",,,,,
521412,38207,"AU-0008",,,"CON",0,0,"H",-35.371532,136.860352,,,,,,,,,
311845,38213,"AU-0014",2089,,"gravel",0,0,"18",,,,,,"36",,,,,
298933,38214,"AU-0015",3937,,"TURF",0,0,"06",,,,,,"24",,,,,
298934,38214,"AU-0015",1969,,"TURF",0,0,"12",,,,,,"30",,,,,
298935,38215,"AU-0016",2953,,"TURF",0,0,"18",,,,,,"36",,,,,
298936,38216,"AU-0017",,,,0,0,"14",,,,,,"32",,,,,
298937,38217,"AU-0018",2953,,"GVL",0,0,"09",,,,,,"27",,,,,
298938,38217,"AU-0018",3018,,"GVL",0,0,"18",,,,,,"36",,,,,
318045,318044,"AU-0032",3799,161,"Turf/Grass",0,0,"01",-35.76850509643555,147.8856658935547,,,,"19",-35.7567024230957,147.8881072998047,,,
311847,45164,"AU-0038",1683,,"gravel",0,0,"15",,,,,,"33",,,,,
298434,298432,"AU-0050",,,"Grass",0,0,"01",,,,,,"19",,,,,
298928,298927,"AU-0053",2297,,"Grass/Gravel",0,0,"09",,,,,,"27",,,,,
298929,298927,"AU-0053",2953,,"Grass/Gravel",0,0,"18",,,,,,"36",,,,,
299301,299298,"AU-0054",3057,,"Grass",0,0,"08",,,,,,"26",,,,,
323468,322023,"AU-0115",4933,59,"Asphalt",0,0,"05",-22.27199935913086,20.02589988708496,,,,"23",-22.2632999420166,20.037099838256836,,,
352214,348329,"AU-0204",,,"ASP",0,0,"05",,,,,,"23",,,,,
258664,27595,"AU-0220",2542,,"G",0,0,"09",,,,,,"27",,,,,
258663,27595,"AU-0220",3559,,"B",0,0,"18",,,,,,"36",,,,,
258682,38371,"AU-0221",2542,,"G",0,0,"09",,,,,,"27",,,,,
258681,38371,"AU-0221",3559,,"B",0,0,"18",,,,,,"36",,,,,
350526,350525,"AU-0243",2130,,"grass",0,0,"11",,,,,,"34",,,,,
351299,351279,"AU-0255",4881,,"Dirt",0,0,"08",,,,94,,"26",,,,274,
351298,351297,"AU-0256",1640,,"GRS",0,0,"09",,,,,,"27",,,,,
351780,351779,"AU-0307",2362,,"grass",0,0,"12",,,1020,,,"30",,,1020,,
519949,351822,"AU-0324",4921,,"gravel",0,0,"06",-41,147.478,50,151,,"24",-40.996,147.495,50,151,
521099,352202,"AU-0351",6562,59,"grass",0,0,"06",,,,,,"24",,,,,
352701,352700,"AU-0377",4401,97,"Dirt",0,0,"10",,,,,,"28",,,,,
352713,352708,"AU-0384",2783,69,"Dirt",0,0,"01",,,,,,"19",,,,,
258380,38271,"AU-0429",2165,,"N",0,0,"06",,,,,,"24",,,,,
258381,38271,"AU-0429",2165,,"N",0,0,"13",,,,,,"31",,,,,
258687,38373,"AU-0430",4101,,"G",0,0,"04",,,,,,"22",,,,,
354531,354527,"AU-0456",6890,98,"ASP",0,0,"06",,,,,,"24",,,,,
354812,354553,"AU-0458",4154,60,"Dirt",0,0,"12",,,,,,"30",,,,,
354806,354805,"AU-0459",3582,85,"Dirt",0,0,"14",,,,,,"32",,,,,
354809,354808,"AU-0460",4516,78,"Dirt",0,0,"17",,,,,,"35",,,,,
354811,354810,"AU-0461",3247,75,"Dirt",0,0,"18",,,,,,"36",,,,,
602323,355440,"AU-0478",2461,,"Gravel/Dirt",0,0,"05",,,,,,"23",,,,,
602322,355440,"AU-0478",3116,,"Gravel/Dirt",0,0,"07",,,,,,"25",,,,,
355658,355594,"AU-0479",3150,99,"Dirt",0,0,"04",,,,,,"22",,,,,
507159,507115,"AU-0538",700,100,"Grass",0,0,"30",-26.40998,152.95995,,230,1,"13",-26.41265,152.96625,,130,1
507238,507237,"AU-0539",12139,1562,"Asphalt",1,0,"05",-33.89057,150.69862,,152,200,"23",-33.87534,150.72984,,238,200
602387,507888,"AU-0564",3450,262,"Turf/Grass",0,0,"01",-13.440697,142.927627,,,,"19",-13.431729,142.930727,,,
508031,508030,"AU-0582",2953,,"GVL",0,0,"04",,,,,,"22",,,,,
511497,511494,"AU-0616",1968,,"Dirt",0,0,"04",,,,,,"22",,,,,
511495,511494,"AU-0616",4593,30,"Dirt",0,0,"13",,,,,,"31",,,,,
517049,517048,"AU-0617",1542,,"G",0,0,"17",,,,,,"35",,,,,
519964,519961,"AU-0627",2230,,,0,0,"14L",,,300,79,,"32R",,,300,79,
519963,519961,"AU-0627",2230,,"Gravel/Grass",0,0,"14R",,,,79,,"32L",,,,79,
520414,520412,"AU-0629",7759,197,"Asphalt",1,1,"04",,,,,,"22",,,,,
520416,520412,"AU-0629",6985,,"Grass",0,1,"07",,,,,,"25",,,,,
520415,520412,"AU-0629",5049,98,"Asphalt",1,1,"13",,,,,,"31",,,,,
521656,521653,"AU-0634",4600,,"GVL",0,0,,,,,,,,,,,,
538424,538421,"AU-0650",2625,,"grass",0,0,"09",,,,,,"27",,,,,
538423,538421,"AU-0650",2690,,"grass",0,0,"17",,,,,,"35",,,,,
233407,27009,"AU-0664",3602,98,"ASP",1,0,"16",-33.90589904785156,150.8509979248047,135,167,,"34",-33.91559982299805,150.85299682617188,135,347,
258273,27370,"AU-0665",2952,,"G",0,0,"09",,,,,,"27",,,,,
258272,27370,"AU-0665",2952,,"N",0,0,"12",,,,,,"30",,,,,
258291,27382,"AU-0666",2952,,"X",0,0,"07",,,,,,"25",,,,,
258290,27382,"AU-0666",3608,,"X",0,0,"15",,,,,,"33",,,,,
258574,27541,"AU-0671",1968,,"G",0,0,"07",,,,,,"25",,,,,
258573,27541,"AU-0671",2296,,"G",0,0,"16",,,,,,"34",,,,,
258586,27547,"AU-0672",3608,,"G",0,0,"10",,,,,,"28",,,,,
258638,27577,"AU-0673",2132,,"G",0,0,"09",,,,,,"27",,,,,
258451,27868,"AU-0677",3500,,"X",0,0,"06",,,,,,"24",,,,,
258452,27868,"AU-0677",2591,,"B",0,0,"17",,,,,,"35",,,,,
259204,27875,"AU-0678",3937,,"X",0,0,"09",,,,,,"27",,,,,
259485,28028,"AU-0679",2460,,"G",0,0,"18",,,,,,"36",,,,,
259500,28041,"AU-0680",2952,,"X",0,0,"18",,,,,,"36",,,,,
259520,28052,"AU-0681",3871,,"X",0,0,"05",,,,,,"23",,,,,
259498,29794,"AU-0685",3280,,"N",0,0,"09",,,,,,"27",,,,,
258352,38260,"AU-0686",2395,,"X",0,0,"07",,,,,,"25",,,,,
258351,38260,"AU-0686",3280,,"N",0,0,"17",,,,,,"35",,,,,
258827,38415,"AU-0687",2339,,"S",0,0,"07",,,,,,"25",,,,,
258909,38441,"AU-0688",1601,,"G",0,0,"06",,,,,,"24",,,,,
259087,38501,"AU-0689",2296,,"S",0,0,"18",,,,,,"36",,,,,
259125,38512,"AU-0690",2952,,"X",0,0,"04",,,,,,"22",,,,,
259594,38669,"AU-0693",5196,,"X",0,0,"12",,,,,,"30",,,,,
354822,354821,"AU-0700",2625,,,0,0,"04",,,,,,"22",,,,,
259164,38526,"AU-0703",2624,47,"Dirt",0,0,"08",,,,89,,"26",,,,269,
505867,505866,"AU-0708",4011,61,"dirt?",0,0,"07",-32.42875,139.999171,1194,73,1,"25",-32.426637,140.013047,1194,253,1
600003,600001,"AU-0783",420,,"GRASS",0,0,"08",,,,,,"26",,,,,
600004,600001,"AU-0783",700,,"GRASS",0,0,"14",,,,,,"32",,,,,
601354,601353,"AU-0787",3937,,"GRS",0,0,"16",,,,,,"34",,,,,
318164,35302,"AU-HIS",,,"Water",0,0,"17",,,,,,"35",,,,,
550262,313134,"AWR",,,"GRS",0,1,"NNE",,,,,,"SSW",,,,,
354902,314558,"AXF",7874,,"CON",0,0,"14",,,,,,"32",,,,,
352225,352222,"AXO",2953,98,"ASP",0,0,"03",-8.248390197753906,124.21700286865234,37,26,,"21",-8.241109848022461,124.22100067138672,54,206,
310138,301676,"AYAA",2300,98,"Grassed red clay",0,0,"15",,,,,,"33",,,,,
310383,301736,"AYAE",1903,98,"Grassed yellow silt clay",0,0,"14",,,,,,"32",,,,,
310146,301665,"AYAF",2073,98,"Grassed brown silt clay",0,0,"03",,,,,,"21",,,,,
310148,301668,"AYAG",2981,148,"Grassed grey gravel",0,0,"06",,,,,,"24",,,,,
310150,301672,"AYAI",2769,98,"Grassed grey silt clay",0,0,"16",,,,,,"34",,,,,
310149,301654,"AYAK",2526,98,"Brown silt clay",0,0,"13",,,,,,"31",,,,,
310137,301689,"AYAM",1900,98,"Grassed red silt clay",0,0,"18",,,,,,"36",,,,,
310154,301695,"AYAN",1552,98,"Grassed brown clay",0,0,"07",,,,,,"25",,,,,
324724,46170,"AYAO",3281,,"GRS",0,0,"01",,,,,,"19",,,,,
311715,307980,"AYAQ",2559,59,"Grey gravel",0,0,"05",,,,,,"23",,,,,
310152,301693,"AYAT",2461,147,"Grassed yellow clay",0,0,"14",,,,,,"32",,,,,
310376,310375,"AYAU",2001,98,"Grassed brown clay",0,0,"14",,,,,,"32",,,,,
310430,42763,"AYAW",2313,98,"Grassed brown silt clay",0,0,"18",,,,,,"36",,,,,
310379,299319,"AYAX",1969,98,"Grassed red silt clay",0,0,"16",,,,,,"34",,,,,
324725,301673,"AYAY",4200,,"GRS",0,0,"14",,,,,,"32",,,,,
310431,35179,"AYBA",2953,148,"Grassed black clay",0,0,"04",,,,,,"22",,,,,
310435,310434,"AYBB",1969,98,"Grassed white coronas",0,0,"11",,,,,,"29",,,,,
310436,301858,"AYBC",1345,98,"Grassed yellow clay",0,0,"07",,,,,,"25",,,,,
310437,302044,"AYBF",1549,98,"Grassed red clay",0,0,"10",,,,,,"28",,,,,
310433,301874,"AYBG",1542,98,"Grassed brown gravel",0,0,"10",,,,,,"28",,,,,
310534,301802,"AYBH",2772,98,"Grassed brown clay",0,0,"14",,,,,,"32",,,,,
310546,301803,"AYBI",2500,59,"Yellow gravel",0,0,"14",,,,,,"32",,,,,
238373,53,"AYBK",5125,98,"ASP",1,0,"04",-5.4270100593566895,154.66700744628906,11,48,,"22",-5.417510032653809,154.67799377441406,9,228,
310553,302041,"AYBO",2395,98,"Grassed yellow silt clay",0,0,"01",,,,,,"19",,,,,
310439,301792,"AYBP",1624,148,"Grassed brown clay",0,0,"14",,,,,,"32",,,,,
310547,301804,"AYBQ",1378,98,"Grassed white lime stone",0,0,"16",,,,,,"34",,,,,
311259,311258,"AYBR",1982,,,0,0,"12",,,,,,"30",,,,,
310532,310531,"AYBS",1640,98,"Grassed black clay",0,0,"12",,,,,,"30",,,,,
310530,310529,"AYBT",1969,98,"Grassed red silt clay",0,0,"11",,,,,,"29",,,,,
327499,46171,"AYBU",4373,,,0,0,"15",,,,,,"33",,,,,
310550,308213,"AYBW",1969,98,"Sandy gravel with clay",0,0,"05",,,,,,"23",,,,,
312438,312437,"AYBX",1969,98,"Grey clay",0,0,"04",,,,,,"22",,,,,
310549,301809,"AYBZ",1919,98,"Grassed black silt sand",0,0,"05",,,,,,"23",,,,,
311091,46172,"AYCG",3543,98,"Grassed gravel",0,0,"08",,,,,,"26",,,,,
238352,54,"AYCH",3330,89,"ASP",1,0,"03",-6.027550220489502,144.96800231933594,4974,35.6,,"21",-6.020209789276123,144.9739990234375,4974,215.6,
556925,556924,"AYCN",1968,,"GRS",0,0,"01",,,,,,"19",,,,,
311100,302094,"AYDB",2585,98,"Grassed red clay",0,0,"12",,,,,,"30",,,,,
311101,302107,"AYDE",1549,98,"Grassed white gravel",0,0,"12",,,,,,"30",,,,,
311081,302046,"AYDI",2198,148,"Grassed brown gravel",0,0,"15",,,,,,"33",,,,,
327500,313962,"AYDK",2800,,,0,0,"10",,,,,,"28",,,,,
311117,311116,"AYDO",2051,98,"Grassed grey sand",0,0,"10",,,,,,"28",,,,,
312312,312311,"AYDP",1706,98,"Grassed red silt clay",0,0,"06",,,,,,"24",,,,,
311105,311104,"AYDQ",1936,98,"Grassed red silt clay",0,0,"12",,,,,,"30",,,,,
311127,308051,"AYDS",1509,98,"Brown clay",0,0,"10",,,,,,"28",,,,,
238369,55,"AYDU",4593,98,"ASP",0,0,"14",-9.082289695739746,143.2030029296875,13,135,,"32",-9.091219902038574,143.21200561523438,19,315,
311103,311102,"AYDW",2129,98,"Grassed brown silt clay",0,0,"10",,,,,,"28",,,,,
312109,312108,"AYDY",1969,98,"Hard loam",0,0,"10",,,,,,"28",,,,,
311693,308223,"AYEA",1900,98,"Grassed red silt",0,0,"15",,,,,,"33",,,,,
311137,311135,"AYEB",1640,148,"Grassed black sand",0,0,"01",,,,,,"19",,,,,
311128,308012,"AYED",2415,98,"Grassed yellow clay",0,0,"02",,,,,,"20",,,,,
327501,46174,"AYEE",4773,,,0,0,"12",,,,,,"30",,,,,
311129,302537,"AYEF",1598,98,"Grassed brown clay",0,0,"17",,,,,,"35",,,,,
311750,311749,"AYEG",1969,98,"Grassed brown clay",0,0,"01",,,,,,"19",,,,,
313306,306957,"AYEH",4298,,,0,0,"09",,,,,,"27",,,,,
311748,311747,"AYEK",1476,98,"Red silt clay",0,0,"09",,,,,,"27",,,,,
311133,311132,"AYEL",1739,98,"Grassed brown clay gravel",0,0,"14",,,,,,"32",,,,,
311131,311130,"AYEM",1969,98,"Grassed black silt clay",0,0,"17",,,,,,"35",,,,,
311204,311202,"AYEN",1312,98,"Grassed brown silt clay",0,0,"16",,,,,,"34",,,,,
311201,311200,"AYEO",1804,98,"Grassed yellow clay",0,0,"04",,,,,,"22",,,,,
310569,301979,"AYET",2297,98,"Grassed brown clay",0,0,"14",,,,,,"32",,,,,
312119,307647,"AYEW",1549,98,"Grassed red clay",0,0,"06",,,,,,"24",,,,,
311758,311757,"AYEY",1936,98,"Grassed black silt",0,0,"02",,,,,,"20",,,,,
311371,311370,"AYFE",2165,98,"Grassed brown clay",0,0,"12",,,,,,"30",,,,,
311375,311374,"AYFK",1969,98,"Grassed black silt clay",0,0,"06",,,,,,"24",,,,,
311376,311373,"AYFO",1998,98,"Grassed red silt sand",0,0,"12",,,,,,"30",,,,,
311348,311347,"AYFS",1532,98,"Grassed red silt clay",0,0,"09",,,,,,"27",,,,,
311385,311384,"AYFU",2500,98,"Grassed red clay",0,0,"05",,,,,,"23",,,,,
238359,56,"AYGA",3983,59,"ASP",0,0,"17L",-6.074960231781006,145.39199829101562,5199,176,,"35R",-6.086249828338623,145.39300537109375,5199,356,
238358,56,"AYGA",5400,98,"ASP",1,0,"17R",-6.075319766998291,145.39100646972656,5199,176,,"35L",-6.0902299880981445,145.39199829101562,5199,356,
311419,309161,"AYGC",1490,98,"Grassed brown gravel",0,0,"04",,,,,,"22",,,,,
312795,312794,"AYGD",1706,,,0,0,"02",,,,,,"20",,,,,
311416,311415,"AYGE",1969,98,"Grassed brown clay",0,0,"12",,,,,,"30",,,,,
311478,311439,"AYGH",1969,98,"Grassed red clay",0,0,"03",,,,,,"21",,,,,
311479,307735,"AYGJ",3593,,,0,0,"12",,,,,,"30",,,,,
311418,311417,"AYGM",1837,98,"Grassed brown clay",0,0,"02",,,,,,"20",,,,,
238357,57,"AYGN",5546,98,"ASP",1,0,"09",-10.3100004196167,150.3260040283203,65,101.3,,"27",-10.312999725341797,150.34100341796875,65,281.3,
311427,311426,"AYGO",2001,98,"Grassed brown clay",0,0,"17",,,,,,"35",,,,,
311414,311413,"AYGQ",1969,98,"Grassed limestone gravel",0,0,"11",,,,,,"29",,,,,
238354,58,"AYGR",5485,98,"ASP",0,0,"03",-8.810489654541016,148.3040008544922,310,38.1,,"21",-8.798600196838379,148.31399536132812,252,218.1,
310371,42760,"AYGU",2526,98,"Brown clay gravel",0,0,"10",,,,,,"28",,,,,
311429,309180,"AYGX",1640,98,"Grassed black clay",0,0,"08",,,,,,"26",,,,,
311432,311431,"AYGY",2625,75,"Grassed red silty clay",0,0,"14",,,,,,"32",,,,,
311471,307876,"AYHA",1982,98,"Grassed red clay",0,0,"03",,,,,,"21",,,,,
311477,311468,"AYHB",1969,98,"Grassed brown clay",0,0,"02",,,,,,"20",,,,,
311488,311487,"AYHE",1404,98,"Grassed red clay",0,0,"16",,,,,,"34",,,,,
311491,42758,"AYHF",3097,,,0,0,"17",,,,,,"35",,,,,
312919,312918,"AYHH",1348,98,"Grassed black clay sand",0,0,"04",,,,,,"22",,,,,
311507,311506,"AYHJ",1969,98,"Grassed clay silt clay",0,0,"01",,,,,,"09",,,,,
238363,59,"AYHK",6644,98,"ASP",1,0,"12",-5.45786,150.400935,23,133,200,"30",-5.469843,150.41355,96,313,200
312920,311508,"AYHN",1968,98,"Grassed brown clay",0,0,"17",,,,,,"35",,,,,
311475,311472,"AYHO",1641,98,"Grassed brown clay",0,0,"06",,,,,,"24",,,,,
311474,311473,"AYHQ",1585,98,"Grassed black silt clay",0,0,"03",,,,,,"21",,,,,
311511,311510,"AYHT",1509,98,"Grassed black clay",0,0,"14",,,,,,"32",,,,,
311486,307891,"AYHU",1358,98,"Grassed brown clay",0,0,"03",,,,,,"21",,,,,
311476,311470,"AYHW",1969,98,"Grassed brown silty clay",0,0,"08",,,,,,"26",,,,,
311490,311489,"AYHX",1969,98,"Grassed brown clay",0,0,"17",,,,,,"35",,,,,
311522,311521,"AYIB",1969,98,"Grassed river gravel",0,0,"03",,,,,,"21",,,,,
311529,309146,"AYID",1699,98,"Grassed white gravel",0,0,"09",,,,,,"27",,,,,
312939,312938,"AYII",1640,,,0,0,"06",,,,,,"24",,,,,
313420,313419,"AYIM",1391,,,0,0,"18",,,,,,"36",,,,,
311090,311089,"AYIN",1640,98,"Grassed grey gravel",0,0,"11",,,,,,"29",,,,,
311531,311530,"AYIP",1509,98,"Grassed brown silt clay",0,0,"18",,,,,,"36",,,,,
327502,302264,"AYIQ",5397,,"ASP",0,0,"14",,,,,,"32",,,,,
311528,311527,"AYIR",1837,98,"Red clay",0,0,"05",,,,,,"23",,,,,
311534,311533,"AYIS",1345,98,"Grassed brown clay",0,0,"16",,,,,,"34",,,,,
312935,312934,"AYIU",3478,196,,0,0,"10",,,,,,"28",,,,,
313136,309970,"AYIW",2000,,,0,0,"05",,,,,,"23",,,,,
556493,319533,"AYIX",3035,,"GRS",0,0,"10A",,,,,,"28D",,,,,
311759,306954,"AYIY",1969,98,"Grassed brown clay",0,0,"11",,,,,,"29",,,,,
313296,302154,"AYJS",3117,,,0,0,"03",,,,,,"21",,,,,
556505,556504,"AYJW",2290,,"GRS",0,0,"15",,,,,,"33",,,,,
260187,35188,"AYKA",5348,,"UNK",0,0,"14",,,9,,,"32",,,19,,
312916,307560,"AYKD",1148,,,0,0,"14",,,,,,"32",,,,,
311614,302390,"AYKH",1578,98,"Brown gravel",0,0,"15",,,,,,"33",,,,,
260188,35185,"AYKI",3691,,"UNK",0,0,"07",,,97,,,"25",,,102,,
308593,308592,"AYKJ",1273,,,0,0,"09",,,,,,"27",,,,,
238356,60,"AYKM",3044,60,"ASP",0,0,"14",-7.960000038146973,145.7689971923828,8,146,,"32",-7.966939926147461,145.7740020751953,9,326,
311704,35186,"AYKO",2805,147,"Grassed black silt",0,0,"17",,,,,,"35",,,,,
311543,302158,"AYKQ",1467,98,"Grassed brown clay",0,0,"07",,,,,,"25",,,,,
308595,308594,"AYKR",2953,,,0,0,"16",,,64,159.6,,"34",,,150,339.6,
311545,302157,"AYKT",1476,98,"Grassed red clay gravel",0,0,"16",,,,,,"34",,,,,
238364,61,"AYKV",5592,98,"ASP",1,0,"12",-2.5749800205230713,150.802001953125,13,124.9,,"30",-2.5838100910186768,150.81399536132812,7,304.9,
260189,31837,"AYKY",3937,,"UNK",0,0,"12",,,195,,,"30",,,143,,
313942,313941,"AYLE",1969,98,,0,0,"02",-5.22160005569458,151.39199829101562,1600,29,,"20",-5.216899871826172,151.39500427246094,1450,209,
313217,307905,"AYLG",2132,,,0,0,"14",,,,,,"32",,,,,
311703,311702,"AYLH",1969,98,"Grassed black clay silt",0,0,"01",,,,,,"19",,,,,
311695,308437,"AYLI",1969,98,"Grassed brown silt clay",0,0,"09",,,,,,"27",,,,,
313905,302389,"AYLL",2461,,,0,0,"06",,,,,,"24",,,,,
313940,302387,"AYLN",1654,,,0,0,"17",,,,,,"35",,,,,
313842,313841,"AYLO",1640,,,0,0,"04",,,,,,"22",,,,,
313945,313944,"AYLS",2520,,,0,0,"12",,,,,,"30",,,,,
313943,302388,"AYLT",1535,,,0,0,"07",,,,,,"25",,,,,
